id,product_id,sku,product_name,almacen_id,proveedor_id,tipo_movimiento_id,fecha,cantidad,costo_unitario,costo_total,stock_anterior,stock_resultante,documento,observaciones
15,61,TAG1,NIKE KYRIE 8 INFINITY,ALM003,PROV007,ENTRADA_COMPRA,2023-08-04,1805.0,114.85,207297.03,0.0,1805.0,COMP-000015,Compra inicial de NIKE KYRIE 8 INFINITY
16,61,TAG1,NIKE KYRIE 8 INFINITY,ALM003,,SALIDA_VENTA,2023-11-02,4.0,114.85,459.38,1805.0,1801.0,ORDEN-188086,Venta orden #188086
17,10,2LM04,DR. MARTENS 1460 ORIGINAL NEGRO,ALM001,PROV001,ENTRADA_COMPRA,2023-08-24,672.0,96.7,64979.71,0.0,672.0,COMP-000017,Compra inicial de DR. MARTENS 1460 ORIGINAL NEGRO
18,10,2LM04,DR. MARTENS 1460 ORIGINAL NEGRO,ALM002,PROV002,ENTRADA_COMPRA,2023-09-28,1383.0,96.7,133730.57,0.0,1383.0,COMP-000018,Compra inicial de DR. MARTENS 1460 ORIGINAL NEGRO
19,10,2LM04,DR. MARTENS 1460 ORIGINAL NEGRO,ALM003,PROV008,ENTRADA_COMPRA,2023-10-01,1868.0,96.7,180628.13,0.0,1868.0,COMP-000019,Compra inicial de DR. MARTENS 1460 ORIGINAL NEGRO
20,10,2LM04,DR. MARTENS 1460 ORIGINAL NEGRO,ALM003,,SALIDA_VENTA,2023-11-02,3.0,96.7,290.09,1868.0,1865.0,ORDEN-96321,Venta orden #96321
21,18,3RE23,NEW BALANCE 574 CORE NAVY,ALM001,PROV007,ENTRADA_COMPRA,2023-09-09,1607.0,91.01,146249.86,0.0,1607.0,COMP-000021,Compra inicial de NEW BALANCE 574 CORE NAVY
22,18,3RE23,NEW BALANCE 574 CORE NAVY,ALM002,PROV006,ENTRADA_COMPRA,2023-08-18,1481.0,91.01,134782.85,0.0,1481.0,COMP-000022,Compra inicial de NEW BALANCE 574 CORE NAVY
23,18,3RE23,NEW BALANCE 574 CORE NAVY,ALM003,PROV007,ENTRADA_COMPRA,2023-09-08,533.0,91.01,48507.26,0.0,533.0,COMP-000023,Compra inicial de NEW BALANCE 574 CORE NAVY
24,18,3RE23,NEW BALANCE 574 CORE NAVY,ALM002,,SALIDA_VENTA,2023-11-02,2.0,91.01,182.02,1481.0,1479.0,ORDEN-96321,Venta orden #96321
25,24,4KL66,CONVERSE RUN STAR HIKE NEGRO,ALM001,PROV003,ENTRADA_COMPRA,2023-09-06,1714.0,92.93,159288.88,0.0,1714.0,COMP-000025,Compra inicial de CONVERSE RUN STAR HIKE NEGRO
26,24,4KL66,CONVERSE RUN STAR HIKE NEGRO,ALM002,PROV001,ENTRADA_COMPRA,2023-09-21,1974.0,92.93,183451.72,0.0,1974.0,COMP-000026,Compra inicial de CONVERSE RUN STAR HIKE NEGRO
27,24,4KL66,CONVERSE RUN STAR HIKE NEGRO,ALM003,PROV002,ENTRADA_COMPRA,2023-09-24,763.0,92.93,70908.64,0.0,763.0,COMP-000027,Compra inicial de CONVERSE RUN STAR HIKE NEGRO
28,24,4KL66,CONVERSE RUN STAR HIKE NEGRO,ALM003,,SALIDA_VENTA,2023-11-02,2.0,92.93,185.87,763.0,761.0,ORDEN-96321,Venta orden #96321
29,34,5UB78,CONVERSE JACK PURCELL SIGNATURE,ALM001,PROV002,ENTRADA_COMPRA,2023-08-30,882.0,76.14,67155.48,0.0,882.0,COMP-000029,Compra inicial de CONVERSE JACK PURCELL SIGNATURE
30,34,5UB78,CONVERSE JACK PURCELL SIGNATURE,ALM002,PROV008,ENTRADA_COMPRA,2023-09-13,1508.0,76.14,114819.12,0.0,1508.0,COMP-000030,Compra inicial de CONVERSE JACK PURCELL SIGNATURE
31,34,5UB78,CONVERSE JACK PURCELL SIGNATURE,ALM003,PROV008,ENTRADA_COMPRA,2023-08-09,826.0,76.14,62891.64,0.0,826.0,COMP-000031,Compra inicial de CONVERSE JACK PURCELL SIGNATURE
32,34,5UB78,CONVERSE JACK PURCELL SIGNATURE,ALM002,,SALIDA_VENTA,2023-11-02,4.0,76.14,304.56,1508.0,1504.0,ORDEN-96321,Venta orden #96321
33,30,5GN30,REEBOK QUESTION MID IVERSON,ALM001,PROV004,ENTRADA_COMPRA,2023-09-28,615.0,115.9,71279.73,0.0,615.0,COMP-000033,Compra inicial de REEBOK QUESTION MID IVERSON
34,30,5GN30,REEBOK QUESTION MID IVERSON,ALM002,PROV003,ENTRADA_COMPRA,2023-08-08,1898.0,115.9,219982.0,0.0,1898.0,COMP-000034,Compra inicial de REEBOK QUESTION MID IVERSON
35,30,5GN30,REEBOK QUESTION MID IVERSON,ALM003,PROV003,ENTRADA_COMPRA,2023-09-19,1974.0,115.9,228790.55,0.0,1974.0,COMP-000035,Compra inicial de REEBOK QUESTION MID IVERSON
36,30,5GN30,REEBOK QUESTION MID IVERSON,ALM002,,SALIDA_VENTA,2023-11-02,4.0,115.9,463.61,1898.0,1894.0,ORDEN-155110,Venta orden #155110
37,56,9GQ28,NIKE ZOOM FREAK 3 GIANNIS,ALM001,PROV005,ENTRADA_COMPRA,2023-09-01,1990.0,119.86,238525.38,0.0,1990.0,COMP-000037,Compra inicial de NIKE ZOOM FREAK 3 GIANNIS
38,56,9GQ28,NIKE ZOOM FREAK 3 GIANNIS,ALM002,PROV003,ENTRADA_COMPRA,2023-09-18,1938.0,119.86,232292.56,0.0,1938.0,COMP-000038,Compra inicial de NIKE ZOOM FREAK 3 GIANNIS
39,56,9GQ28,NIKE ZOOM FREAK 3 GIANNIS,ALM003,PROV007,ENTRADA_COMPRA,2023-09-18,1629.0,119.86,195255.2,0.0,1629.0,COMP-000039,Compra inicial de NIKE ZOOM FREAK 3 GIANNIS
40,56,9GQ28,NIKE ZOOM FREAK 3 GIANNIS,ALM002,,SALIDA_VENTA,2023-11-02,3.0,119.86,359.59,1938.0,1935.0,ORDEN-155110,Venta orden #155110
41,8,2JD90,REEBOK CLASSIC LEATHER BLANCO,ALM001,PROV003,ENTRADA_COMPRA,2023-09-01,778.0,112.47,87501.66,0.0,778.0,COMP-000041,Compra inicial de REEBOK CLASSIC LEATHER BLANCO
42,8,2JD90,REEBOK CLASSIC LEATHER BLANCO,ALM002,PROV003,ENTRADA_COMPRA,2023-08-30,1054.0,112.47,118543.38,0.0,1054.0,COMP-000042,Compra inicial de REEBOK CLASSIC LEATHER BLANCO
43,8,2JD90,REEBOK CLASSIC LEATHER BLANCO,ALM003,PROV004,ENTRADA_COMPRA,2023-09-12,1080.0,112.47,121467.6,0.0,1080.0,COMP-000043,Compra inicial de REEBOK CLASSIC LEATHER BLANCO
44,8,2JD90,REEBOK CLASSIC LEATHER BLANCO,ALM003,,SALIDA_VENTA,2023-11-02,5.0,112.47,562.35,1080.0,1075.0,ORDEN-139664,Venta orden #139664
45,45,7NM98,PUMA RALPH SAMPSON LO RETRO,ALM001,PROV004,ENTRADA_COMPRA,2023-09-25,1924.0,118.63,228247.97,0.0,1924.0,COMP-000045,Compra inicial de PUMA RALPH SAMPSON LO RETRO
46,45,7NM98,PUMA RALPH SAMPSON LO RETRO,ALM002,PROV003,ENTRADA_COMPRA,2023-08-31,1223.0,118.63,145086.94,0.0,1223.0,COMP-000046,Compra inicial de PUMA RALPH SAMPSON LO RETRO
47,45,7NM98,PUMA RALPH SAMPSON LO RETRO,ALM003,PROV002,ENTRADA_COMPRA,2023-08-14,1145.0,118.63,135833.64,0.0,1145.0,COMP-000047,Compra inicial de PUMA RALPH SAMPSON LO RETRO
48,45,7NM98,PUMA RALPH SAMPSON LO RETRO,ALM001,,SALIDA_VENTA,2023-11-02,1.0,118.63,118.63,1924.0,1923.0,ORDEN-139664,Venta orden #139664
49,32,5TJ23,ADIDAS FORUM LOW CLEAN,ALM001,PROV006,ENTRADA_COMPRA,2023-09-23,683.0,85.21,58195.7,0.0,683.0,COMP-000049,Compra inicial de ADIDAS FORUM LOW CLEAN
50,32,5TJ23,ADIDAS FORUM LOW CLEAN,ALM002,PROV001,ENTRADA_COMPRA,2023-09-24,1620.0,85.21,138033.72,0.0,1620.0,COMP-000050,Compra inicial de ADIDAS FORUM LOW CLEAN
51,32,5TJ23,ADIDAS FORUM LOW CLEAN,ALM003,PROV008,ENTRADA_COMPRA,2023-08-06,783.0,85.21,66716.3,0.0,783.0,COMP-000051,Compra inicial de ADIDAS FORUM LOW CLEAN
52,32,5TJ23,ADIDAS FORUM LOW CLEAN,ALM001,,SALIDA_VENTA,2023-11-02,1.0,85.21,85.21,683.0,682.0,ORDEN-6198,Venta orden #6198
53,40,6UB33,REEBOK CLUB C 85 VINTAGE,ALM001,PROV007,ENTRADA_COMPRA,2023-08-28,1747.0,84.45,147534.15,0.0,1747.0,COMP-000053,Compra inicial de REEBOK CLUB C 85 VINTAGE
54,40,6UB33,REEBOK CLUB C 85 VINTAGE,ALM002,PROV003,ENTRADA_COMPRA,2023-08-23,1840.0,84.45,155388.0,0.0,1840.0,COMP-000054,Compra inicial de REEBOK CLUB C 85 VINTAGE
55,40,6UB33,REEBOK CLUB C 85 VINTAGE,ALM003,PROV007,ENTRADA_COMPRA,2023-08-31,949.0,84.45,80143.05,0.0,949.0,COMP-000055,Compra inicial de REEBOK CLUB C 85 VINTAGE
56,40,6UB33,REEBOK CLUB C 85 VINTAGE,ALM001,,SALIDA_VENTA,2023-11-02,1.0,84.45,84.45,1747.0,1746.0,ORDEN-6198,Venta orden #6198
57,10,2LM04,DR. MARTENS 1460 ORIGINAL NEGRO,ALM001,,SALIDA_VENTA,2023-11-02,3.0,99.91,299.72,672.0,669.0,ORDEN-81698,Venta orden #81698
58,40,6UB33,REEBOK CLUB C 85 VINTAGE,ALM001,,SALIDA_VENTA,2023-11-02,2.0,83.5,167.0,1746.0,1744.0,ORDEN-81698,Venta orden #81698
59,14,3ET67,CONVERSE ONE STAR PRO BLANCO,ALM001,PROV005,ENTRADA_COMPRA,2023-08-20,1725.0,83.48,144009.9,0.0,1725.0,COMP-000059,Compra inicial de CONVERSE ONE STAR PRO BLANCO
60,14,3ET67,CONVERSE ONE STAR PRO BLANCO,ALM002,PROV007,ENTRADA_COMPRA,2023-10-02,1815.0,83.48,151523.46,0.0,1815.0,COMP-000060,Compra inicial de CONVERSE ONE STAR PRO BLANCO
61,14,3ET67,CONVERSE ONE STAR PRO BLANCO,ALM003,PROV007,ENTRADA_COMPRA,2023-09-18,1581.0,83.48,131988.2,0.0,1581.0,COMP-000061,Compra inicial de CONVERSE ONE STAR PRO BLANCO
62,14,3ET67,CONVERSE ONE STAR PRO BLANCO,ALM003,,SALIDA_VENTA,2023-11-02,3.0,83.48,250.45,1581.0,1578.0,ORDEN-42626,Venta orden #42626
63,38,6LJ54,NEW BALANCE FRESH FOAM X MORE,ALM001,PROV006,ENTRADA_COMPRA,2023-08-15,1574.0,72.26,113734.09,0.0,1574.0,COMP-000063,Compra inicial de NEW BALANCE FRESH FOAM X MORE
64,38,6LJ54,NEW BALANCE FRESH FOAM X MORE,ALM002,PROV008,ENTRADA_COMPRA,2023-09-02,1234.0,72.26,89166.37,0.0,1234.0,COMP-000064,Compra inicial de NEW BALANCE FRESH FOAM X MORE
65,38,6LJ54,NEW BALANCE FRESH FOAM X MORE,ALM003,PROV005,ENTRADA_COMPRA,2023-08-27,969.0,72.26,70018.0,0.0,969.0,COMP-000065,Compra inicial de NEW BALANCE FRESH FOAM X MORE
66,38,6LJ54,NEW BALANCE FRESH FOAM X MORE,ALM002,,SALIDA_VENTA,2023-11-02,3.0,72.26,216.77,1234.0,1231.0,ORDEN-42626,Venta orden #42626
67,43,7BS71,VANS SK8-HI MTE WATERPROOF,ALM001,PROV004,ENTRADA_COMPRA,2023-08-31,1988.0,72.52,144161.81,0.0,1988.0,COMP-000067,Compra inicial de VANS SK8-HI MTE WATERPROOF
68,43,7BS71,VANS SK8-HI MTE WATERPROOF,ALM002,PROV006,ENTRADA_COMPRA,2023-09-13,722.0,72.52,52356.55,0.0,722.0,COMP-000068,Compra inicial de VANS SK8-HI MTE WATERPROOF
69,43,7BS71,VANS SK8-HI MTE WATERPROOF,ALM003,PROV005,ENTRADA_COMPRA,2023-09-16,949.0,72.52,68817.68,0.0,949.0,COMP-000069,Compra inicial de VANS SK8-HI MTE WATERPROOF
70,43,7BS71,VANS SK8-HI MTE WATERPROOF,ALM002,,SALIDA_VENTA,2023-11-02,5.0,72.52,362.58,722.0,717.0,ORDEN-42626,Venta orden #42626
71,16,3JK90,NIKE REACT ELEMENT 55 GRIS,ALM001,PROV002,ENTRADA_COMPRA,2023-09-29,941.0,114.07,107341.75,0.0,941.0,COMP-000071,Compra inicial de NIKE REACT ELEMENT 55 GRIS
72,16,3JK90,NIKE REACT ELEMENT 55 GRIS,ALM002,PROV007,ENTRADA_COMPRA,2023-09-28,1062.0,114.07,121144.46,0.0,1062.0,COMP-000072,Compra inicial de NIKE REACT ELEMENT 55 GRIS
73,16,3JK90,NIKE REACT ELEMENT 55 GRIS,ALM003,PROV007,ENTRADA_COMPRA,2023-08-21,670.0,114.07,76428.24,0.0,670.0,COMP-000073,Compra inicial de NIKE REACT ELEMENT 55 GRIS
74,16,3JK90,NIKE REACT ELEMENT 55 GRIS,ALM001,,SALIDA_VENTA,2023-11-02,4.0,114.07,456.29,941.0,937.0,ORDEN-55016,Venta orden #55016
75,38,6LJ54,NEW BALANCE FRESH FOAM X MORE,ALM001,,SALIDA_VENTA,2023-11-02,2.0,107.83,215.66,1574.0,1572.0,ORDEN-55016,Venta orden #55016
76,59,XS56,JORDAN WHY NOT ZER0.5 RUSS,ALM002,,SALIDA_VENTA,2023-11-02,1.0,78.28,78.28,519.0,518.0,ORDEN-55016,Venta orden #55016
77,3,1GB82,CONVERSE CHUCK TAYLOR ALL STAR NEGRO,ALM001,PROV005,ENTRADA_COMPRA,2023-08-18,755.0,88.91,67130.07,0.0,755.0,COMP-000077,Compra inicial de CONVERSE CHUCK TAYLOR ALL STAR NEGRO
78,3,1GB82,CONVERSE CHUCK TAYLOR ALL STAR NEGRO,ALM002,PROV007,ENTRADA_COMPRA,2023-09-30,727.0,88.91,64640.48,0.0,727.0,COMP-000078,Compra inicial de CONVERSE CHUCK TAYLOR ALL STAR NEGRO
79,3,1GB82,CONVERSE CHUCK TAYLOR ALL STAR NEGRO,ALM003,PROV007,ENTRADA_COMPRA,2023-08-09,1443.0,88.91,128302.9,0.0,1443.0,COMP-000079,Compra inicial de CONVERSE CHUCK TAYLOR ALL STAR NEGRO
80,3,1GB82,CONVERSE CHUCK TAYLOR ALL STAR NEGRO,ALM001,,SALIDA_VENTA,2023-11-02,2.0,88.91,177.83,755.0,753.0,ORDEN-29744,Venta orden #29744
81,30,5GN30,REEBOK QUESTION MID IVERSON,ALM002,,SALIDA_VENTA,2023-11-02,2.0,97.54,195.07,1894.0,1892.0,ORDEN-29744,Venta orden #29744
82,34,5UB78,CONVERSE JACK PURCELL SIGNATURE,ALM001,,SALIDA_VENTA,2023-11-02,3.0,67.42,202.27,882.0,879.0,ORDEN-29744,Venta orden #29744
83,40,6UB33,REEBOK CLUB C 85 VINTAGE,ALM003,,SALIDA_VENTA,2023-11-02,5.0,114.74,573.72,949.0,944.0,ORDEN-29744,Venta orden #29744
84,7,2JD29,JORDAN 1 RETRO HIGH OG ROJO,ALM001,PROV005,ENTRADA_COMPRA,2023-09-18,1280.0,88.67,113495.04,0.0,1280.0,COMP-000084,Compra inicial de JORDAN 1 RETRO HIGH OG ROJO
85,7,2JD29,JORDAN 1 RETRO HIGH OG ROJO,ALM002,PROV008,ENTRADA_COMPRA,2023-08-05,770.0,88.67,68274.36,0.0,770.0,COMP-000085,Compra inicial de JORDAN 1 RETRO HIGH OG ROJO
86,7,2JD29,JORDAN 1 RETRO HIGH OG ROJO,ALM003,PROV002,ENTRADA_COMPRA,2023-08-24,1576.0,88.67,139740.77,0.0,1576.0,COMP-000086,Compra inicial de JORDAN 1 RETRO HIGH OG ROJO
87,7,2JD29,JORDAN 1 RETRO HIGH OG ROJO,ALM003,,SALIDA_VENTA,2023-11-02,1.0,88.67,88.67,1576.0,1575.0,ORDEN-58056,Venta orden #58056
88,22,4HC51,ADIDAS GAZELLE VINTAGE AZUL,ALM003,,SALIDA_VENTA,2023-11-02,3.0,115.37,346.12,1972.0,1969.0,ORDEN-58056,Venta orden #58056
89,56,9GQ28,NIKE ZOOM FREAK 3 GIANNIS,ALM003,,SALIDA_VENTA,2023-11-02,4.0,117.75,471.0,1629.0,1625.0,ORDEN-58056,Venta orden #58056
90,62,TAG2,ADIDAS DAME 8 EXTPLY,ALM001,PROV002,ENTRADA_COMPRA,2023-09-14,1629.0,66.67,108598.91,0.0,1629.0,COMP-000090,Compra inicial de ADIDAS DAME 8 EXTPLY
91,62,TAG2,ADIDAS DAME 8 EXTPLY,ALM002,PROV003,ENTRADA_COMPRA,2023-08-17,793.0,66.67,52866.14,0.0,793.0,COMP-000091,Compra inicial de ADIDAS DAME 8 EXTPLY
92,62,TAG2,ADIDAS DAME 8 EXTPLY,ALM003,PROV007,ENTRADA_COMPRA,2023-09-06,656.0,66.67,43732.9,0.0,656.0,COMP-000092,Compra inicial de ADIDAS DAME 8 EXTPLY
93,62,TAG2,ADIDAS DAME 8 EXTPLY,ALM001,,SALIDA_VENTA,2023-11-02,2.0,66.67,133.33,1629.0,1627.0,ORDEN-58056,Venta orden #58056
94,21,3YB32,NIKE BLAZER MID '77 VINTAGE,ALM001,PROV004,ENTRADA_COMPRA,2023-09-23,535.0,89.03,47633.19,0.0,535.0,COMP-000094,Compra inicial de NIKE BLAZER MID '77 VINTAGE
95,21,3YB32,NIKE BLAZER MID '77 VINTAGE,ALM002,PROV006,ENTRADA_COMPRA,2023-10-02,1022.0,89.03,90992.75,0.0,1022.0,COMP-000095,Compra inicial de NIKE BLAZER MID '77 VINTAGE
96,21,3YB32,NIKE BLAZER MID '77 VINTAGE,ALM003,PROV007,ENTRADA_COMPRA,2023-08-05,1298.0,89.03,115566.13,0.0,1298.0,COMP-000096,Compra inicial de NIKE BLAZER MID '77 VINTAGE
97,21,3YB32,NIKE BLAZER MID '77 VINTAGE,ALM002,,SALIDA_VENTA,2023-11-02,4.0,89.03,356.14,1022.0,1018.0,ORDEN-178698,Venta orden #178698
98,39,6PM40,JORDAN 3 RETRO OG WHITE CEMENT,ALM001,PROV001,ENTRADA_COMPRA,2023-08-12,1162.0,118.54,137745.8,0.0,1162.0,COMP-000098,Compra inicial de JORDAN 3 RETRO OG WHITE CEMENT
99,39,6PM40,JORDAN 3 RETRO OG WHITE CEMENT,ALM002,PROV005,ENTRADA_COMPRA,2023-09-24,1993.0,118.54,236254.21,0.0,1993.0,COMP-000099,Compra inicial de JORDAN 3 RETRO OG WHITE CEMENT
100,39,6PM40,JORDAN 3 RETRO OG WHITE CEMENT,ALM003,PROV004,ENTRADA_COMPRA,2023-08-11,624.0,118.54,73970.21,0.0,624.0,COMP-000100,Compra inicial de JORDAN 3 RETRO OG WHITE CEMENT
101,39,6PM40,JORDAN 3 RETRO OG WHITE CEMENT,ALM002,,SALIDA_VENTA,2023-11-02,1.0,118.54,118.54,1993.0,1992.0,ORDEN-178698,Venta orden #178698
102,44,7BS72,CONVERSE PRO LEATHER OX,ALM001,PROV007,ENTRADA_COMPRA,2023-08-26,958.0,75.67,72488.03,0.0,958.0,COMP-000102,Compra inicial de CONVERSE PRO LEATHER OX
103,44,7BS72,CONVERSE PRO LEATHER OX,ALM002,PROV007,ENTRADA_COMPRA,2023-09-04,1567.0,75.67,118568.62,0.0,1567.0,COMP-000103,Compra inicial de CONVERSE PRO LEATHER OX
104,44,7BS72,CONVERSE PRO LEATHER OX,ALM003,PROV002,ENTRADA_COMPRA,2023-08-08,583.0,75.67,44113.28,0.0,583.0,COMP-000104,Compra inicial de CONVERSE PRO LEATHER OX
105,44,7BS72,CONVERSE PRO LEATHER OX,ALM002,,SALIDA_VENTA,2023-11-02,1.0,75.67,75.67,1567.0,1566.0,ORDEN-178698,Venta orden #178698
106,45,7NM98,PUMA RALPH SAMPSON LO RETRO,ALM001,,SALIDA_VENTA,2023-11-02,4.0,113.18,452.71,1923.0,1919.0,ORDEN-178698,Venta orden #178698
107,50,8DO33,REEBOK INSTAPUMP FURY OG,ALM001,PROV008,ENTRADA_COMPRA,2023-09-23,1561.0,80.19,125176.59,0.0,1561.0,COMP-000107,Compra inicial de REEBOK INSTAPUMP FURY OG
108,50,8DO33,REEBOK INSTAPUMP FURY OG,ALM002,PROV006,ENTRADA_COMPRA,2023-08-20,729.0,80.19,58458.51,0.0,729.0,COMP-000108,Compra inicial de REEBOK INSTAPUMP FURY OG
109,50,8DO33,REEBOK INSTAPUMP FURY OG,ALM003,PROV008,ENTRADA_COMPRA,2023-09-20,1065.0,80.19,85402.35,0.0,1065.0,COMP-000109,Compra inicial de REEBOK INSTAPUMP FURY OG
110,50,8DO33,REEBOK INSTAPUMP FURY OG,ALM001,,SALIDA_VENTA,2023-11-02,5.0,80.19,400.95,1561.0,1556.0,ORDEN-178698,Venta orden #178698
111,55,8VS71,PUMA SPEED CAT OG SPARCO,ALM001,PROV006,ENTRADA_COMPRA,2023-09-22,548.0,95.77,52479.77,0.0,548.0,COMP-000111,Compra inicial de PUMA SPEED CAT OG SPARCO
112,55,8VS71,PUMA SPEED CAT OG SPARCO,ALM002,PROV007,ENTRADA_COMPRA,2023-08-17,513.0,95.77,49127.96,0.0,513.0,COMP-000112,Compra inicial de PUMA SPEED CAT OG SPARCO
113,55,8VS71,PUMA SPEED CAT OG SPARCO,ALM003,PROV005,ENTRADA_COMPRA,2023-09-11,1866.0,95.77,178699.36,0.0,1866.0,COMP-000113,Compra inicial de PUMA SPEED CAT OG SPARCO
114,55,8VS71,PUMA SPEED CAT OG SPARCO,ALM001,,SALIDA_VENTA,2023-11-02,4.0,95.77,383.06,548.0,544.0,ORDEN-120749,Venta orden #120749
115,56,9GQ28,NIKE ZOOM FREAK 3 GIANNIS,ALM001,,SALIDA_VENTA,2023-11-02,4.0,97.45,389.78,1990.0,1986.0,ORDEN-120749,Venta orden #120749
116,14,3ET67,CONVERSE ONE STAR PRO BLANCO,ALM002,,SALIDA_VENTA,2023-11-02,2.0,100.75,201.5,1815.0,1813.0,ORDEN-51617,Venta orden #51617
117,18,3RE23,NEW BALANCE 574 CORE NAVY,ALM002,,SALIDA_VENTA,2023-11-02,1.0,110.52,110.52,1479.0,1478.0,ORDEN-51617,Venta orden #51617
118,45,7NM98,PUMA RALPH SAMPSON LO RETRO,ALM002,,SALIDA_VENTA,2023-11-02,1.0,109.86,109.86,1223.0,1222.0,ORDEN-51617,Venta orden #51617
119,3,1GB82,CONVERSE CHUCK TAYLOR ALL STAR NEGRO,ALM003,,SALIDA_VENTA,2023-11-02,4.0,80.43,321.72,1443.0,1439.0,ORDEN-33519,Venta orden #33519
120,9,2JV62,TIMBERLAND 6-INCH PREMIUM BOOT CAMEL,ALM001,PROV003,ENTRADA_COMPRA,2023-09-28,725.0,104.68,75890.1,0.0,725.0,COMP-000120,Compra inicial de TIMBERLAND 6-INCH PREMIUM BOOT CAMEL
121,9,2JV62,TIMBERLAND 6-INCH PREMIUM BOOT CAMEL,ALM002,PROV006,ENTRADA_COMPRA,2023-08-31,1692.0,104.68,177111.79,0.0,1692.0,COMP-000121,Compra inicial de TIMBERLAND 6-INCH PREMIUM BOOT CAMEL
122,9,2JV62,TIMBERLAND 6-INCH PREMIUM BOOT CAMEL,ALM003,PROV006,ENTRADA_COMPRA,2023-09-07,1621.0,104.68,169679.8,0.0,1621.0,COMP-000122,Compra inicial de TIMBERLAND 6-INCH PREMIUM BOOT CAMEL
123,9,2JV62,TIMBERLAND 6-INCH PREMIUM BOOT CAMEL,ALM002,,SALIDA_VENTA,2023-11-02,2.0,104.68,209.35,1692.0,1690.0,ORDEN-33519,Venta orden #33519
124,33,5TU10,VANS SLIP-ON PRO CHECKER,ALM001,PROV004,ENTRADA_COMPRA,2023-09-27,1120.0,70.19,78610.56,0.0,1120.0,COMP-000124,Compra inicial de VANS SLIP-ON PRO CHECKER
125,33,5TU10,VANS SLIP-ON PRO CHECKER,ALM002,PROV002,ENTRADA_COMPRA,2023-09-06,1148.0,70.19,80575.82,0.0,1148.0,COMP-000125,Compra inicial de VANS SLIP-ON PRO CHECKER
