ID_Compra,Producto_ID,SKU,Nombre_Producto,Proveedor,Fecha_Compra,Cantidad_Comprada,Precio_Unitario_USD,Total_Compra_USD,Stock_Acumulado,Costo_Promedio_USD,Tipo_Compra
50,46,7NQ22,Zapatos Piel Charol Eventos Formales,Mundo de Calzado,2022-12-15,164,13.7964740805,2262.621749202,164,13.7964740805,Inicial
51,45,7NM98,Sandalias Slides Confort Unisex,Calzado Prada El Salvador,2022-12-15,221,6.9649594578,1539.2560401738,221,6.9649594578,Inicial
52,44,7BS72,Zapatillas Training CrossFit Elite,Diana Comercial,2022-12-15,198,11.174928771600001,2212.6358967768,198,11.174928771600001,Inicial
53,43,7BS71,Zapatos Derby Clásicos Oficina,Almacenes Siman,2022-12-15,164,11.846457619200004,1942.8190495488006,164,11.846457619200004,Inicial
54,42,6VC22,Sandalias Casual Verano Acolchadas,Calzado Prada El Salvador,2022-12-15,201,7.485824781900004,1504.6507811619008,201,7.485824781900004,Inicial
55,41,6UK81,Zapatillas Tenis Clásicas Blancas,Diana Comercial,2022-12-15,168,12.1090426173,2034.3191597064001,168,12.1090426173,Inicial
56,40,6UB33,Calzado Volleyball Indoor Pro,Almacenes Siman,2022-12-15,206,12.315666878100004,2537.027376888601,206,12.315666878100004,Inicial
57,39,6PM40,Tacones Plataforma Fiesta Mujer,Calzado Prada El Salvador,2022-12-15,216,9.9308785347,2145.0697634952,216,9.9308785347,Inicial
58,38,6LJ54,Botas de Trabajo Industrial Reforzadas,Calzado Lexus,2022-12-15,172,9.793129027500001,1684.41819273,172,9.793129027500001,Inicial
59,6,2CF67,Botas Lluvia Impermeables Pro,Hilasal (Hilandería de Centro América),2022-12-15,193,11.777582865600001,2273.0734930608,193,11.777582865600001,Inicial
60,5,1TB10,Botas Invierno Térmicas Impermeables,Adoc S.A. de C.V.,2022-12-15,182,11.6785754073,2125.5007241286003,182,11.6785754073,Inicial
61,33,5TU10,Sandalias Sport Outdoor Trekking,Payless ShoeSource El Salvador,2022-12-15,213,7.6278789611999995,1624.7382187356,213,7.6278789611999995,Inicial
62,2,1AB92,Botas Trabajo Punta Acero Seguridad,Calzado Prada El Salvador,2022-12-15,206,11.028569920200002,2271.8854035612003,206,11.028569920200002,Inicial
63,3,1GB82,Calzado Gym Training Multisport,Hilasal (Hilandería de Centro América),2022-12-15,201,10.692805496400004,2149.2539047764008,201,10.692805496400004,Inicial
64,4,1GS46,Zapatillas Tenis Premium Leather,Calzado Prada El Salvador,2022-12-15,182,12.027253847399999,2188.9602002267998,182,12.027253847399999,Inicial
65,28,5GE27,Sandalias Playa Flip-Flop Confort,Adoc S.A. de C.V.,2023-02-13,108,6.512968887300002,703.4006398284002,276,6.512968887300002,Reposición
66,1,0RT28,Sandalias Deportivas Acuáticas,Calzado Prada El Salvador,2023-02-13,117,5.7553465977,673.3755519309,320,5.7553465977,Reposición
67,9,2JV62,Sandalias Ortopédicas Soporte Arco,Adoc S.A. de C.V.,2023-02-13,127,6.1255483983,777.9446465841,330,6.1255483983,Reposición
68,42,6VC22,Sandalias Casual Verano Acolchadas,Calzado Prada El Salvador,2023-02-13,121,6.469922166300002,782.8605821223002,322,6.469922166300002,Reposición
69,62,TAG2,Botas Lluvia Impermeables Pro,Hilasal (Hilandería de Centro América),2023-02-13,114,15.651787755600003,1784.3038041384002,298,15.651787755600003,Reposición
70,13,2WE71,Tacones Stiletto Mujer Elegantes,Adoc S.A. de C.V.,2023-02-13,131,8.114306908500003,1062.9742050135005,322,8.114306908500003,Reposición
71,30,5GN30,Botas Montaña Hiking Adventure,Almacenes Siman,2023-02-13,122,9.793129027500001,1194.7617413550001,332,9.793129027500001,Reposición
72,3,1GB82,Calzado Gym Training Multisport,Calzado Lexus,2023-02-13,123,10.163330828100001,1250.0896918563,324,10.163330828100001,Reposición
73,46,7NQ22,Zapatos Piel Charol Eventos Formales,Mundo de Calzado,2023-02-13,112,13.456404984600002,1507.1173582752003,276,13.456404984600002,Reposición
74,29,5GF68,Calzado Fútbol Tacos Profesionales,Calzado Lexus,2023-02-13,134,9.780215011200001,1310.5488115008002,334,9.780215011200001,Reposición
75,21,3YB32,Sandalias Plataforma Mujer Elegantes,Payless ShoeSource El Salvador,2023-02-13,122,8.101392892200005,988.3699328484006,290,8.101392892200005,Reposición
76,8,2JD90,Calzado Boxing Botín Competencia,Mundo de Calzado,2023-02-13,128,8.376891906600003,1072.2421640448003,302,8.376891906600003,Reposición
77,50,8DO33,Botas Chelsea Casual Premium,Payless ShoeSource El Salvador,2023-02-13,124,15.475296199500008,1918.936728738001,309,15.475296199500008,Reposición
78,32,5TJ23,Zapatos Oxford Piel Ejecutivos,Hilasal (Hilandería de Centro América),2023-02-13,120,12.3070575339,1476.846904068,290,12.3070575339,Reposición
79,33,5TU10,Sandalias Sport Outdoor Trekking,Mundo de Calzado,2023-02-13,110,8.0411274828,884.524023108,323,8.0411274828,Reposición
80,31,5IF41,Sandalias Tipo Huarache Tradicionales,Diana Comercial,2023-02-13,125,6.728202492300001,841.0253115375001,304,6.728202492300001,Reposición
81,64,2EW02,Calzado Boxing Botín Competencia,Diana Comercial,2023-02-13,120,8.398415267100003,1007.8098320520003,298,8.398415267100003,Reposición
82,56,9GQ28,Zapatos Monk Strap Doble Hebilla,Diana Comercial,2023-02-13,125,14.541182353800002,1817.6477942250003,315,14.541182353800002,Reposición
83,51,8LG34,Botas Militares Tácticas Combat,Diana Comercial,2023-02-13,120,12.0918239289,1451.018871468,299,12.0918239289,Reposición
84,53,8TF72,Zapatos Penny Loafer Clásicos,Calzado Lexus,2023-02-13,114,14.0547544065,1602.242002341,300,14.0547544065,Reposición
85,63,TAG3,Calzado Natación Acuático Grip,Payless ShoeSource El Salvador,2023-02-13,130,9.8232617322,1277.024025186,318,9.8232617322,Reposición
86,22,4HC51,Zapatillas Running Trail Mountain,Calzado Lexus,2023-02-13,130,13.421967607800001,1744.855789014,317,13.421967607800001,Reposición
87,43,7BS71,Zapatos Derby Clásicos Oficina,Adoc S.A. de C.V.,2023-02-13,112,11.898113684400004,1332.5887326528004,276,11.898113684400004,Reposición
88,11,2RW93,Zapatillas Slip-On Casual Relax,Mundo de Calzado,2023-02-13,132,9.6553795203,1274.5100966796,334,9.6553795203,Reposición
89,20,3UK92,Zapatillas Casual Canvas Juveniles,Diana Comercial,2023-02-13,119,9.0355067379,1075.2253018101,328,9.0355067379,Reposición
90,23,4HJ92,Zapatos Salón Tacón Medio Oficina,Almacenes Siman,2023-02-13,115,12.625603269300004,1451.9443759695005,320,12.625603269300004,Reposición
91,19,3TU20,Zapatos Oxford Mujer Profesionales,Calzado Prada El Salvador,2023-02-13,124,12.406064992200005,1538.3520590328005,322,12.406064992200005,Reposición
92,45,7NM98,Sandalias Slides Confort Unisex,Adoc S.A. de C.V.,2023-02-13,134,7.0123108509000005,939.6496540206001,355,7.0123108509000005,Reposición
93,24,4KL66,Botas Senderismo Trail Explorer,Hilasal (Hilandería de Centro América),2023-02-13,127,13.865348834100004,1760.8993019307006,311,13.865348834100004,Reposición
94,52,8NN54,Botas Vaqueras Western Clásicas,Diana Comercial,2023-02-13,113,11.1620147553,1261.3076673489,309,11.1620147553,Reposición
95,25,4PJ19,Zapatos Mocasín Elegantes Sin Cordón,Calzado Prada El Salvador,2023-02-13,126,13.998793669200005,1763.8480023192005,323,13.998793669200005,Reposición
96,26,4QI22,Botas Fashion Urbanas Mujer,Adoc S.A. de C.V.,2023-02-13,121,12.836532202199999,1553.2203964661999,314,12.836532202199999,Reposición
97,10,2LM04,Botas Casual Chukka Ante,Calzado Prada El Salvador,2023-02-13,120,12.4232836806,1490.794041672,328,12.4232836806,Reposición
98,27,5BM69,Zapatillas Deportivas Running Pro,Calzado Prada El Salvador,2023-02-13,115,10.826250331500002,1245.0187881225004,292,10.826250331500002,Reposición
99,18,3RE23,Botas Motociclista Protección Total,Calzado Prada El Salvador,2023-02-13,135,11.7818875377,1590.5548175894999,343,11.7818875377,Reposición
100,57,9OK21,Sandalias Deportivas Acuáticas,Calzado Prada El Salvador,2023-02-13,133,7.5590042076,1005.3475596108,314,7.5590042076,Reposición
101,4,1GS46,Zapatillas Tenis Premium Leather,Payless ShoeSource El Salvador,2023-02-13,133,11.8938090123,1581.8765986359,315,11.8938090123,Reposición
102,54,8UF78,Zapatillas Casual Urbanas Confort,Hilasal (Hilandería de Centro América),2023-02-13,140,11.493474507000004,1609.0864309800006,324,11.493474507000004,Reposición
103,34,5UB78,Zapatillas Skate Urban Style,Almacenes Siman,2023-02-13,111,10.920953117700002,1212.2257960647003,297,10.920953117700002,Reposición
104,17,3LV37,Zapatillas Running Ligeras Performance,Calzado Prada El Salvador,2023-02-13,135,11.0328745923,1489.4380699605001,328,11.0328745923,Reposición
105,12,2TK59,Sandalias Gladiador Fashion Mujer,Almacenes Siman,2023-02-13,110,6.129853070400002,674.2838377440003,302,6.129853070400002,Reposición
106,37,6GH85,Calzado Ciclismo Clips Performance,Adoc S.A. de C.V.,2023-02-13,132,9.547762717800003,1260.3046787496005,325,9.547762717800003,Reposición
107,2,1AB92,Botas Trabajo Punta Acero Seguridad,Hilasal (Hilandería de Centro América),2023-02-13,110,10.503399924000007,1155.373991640001,316,10.503399924000007,Reposición
108,48,7YV41,Calzado Tenis Clay Court Especial,Almacenes Siman,2023-02-13,117,11.8507622913,1386.5391880821,295,11.8507622913,Reposición
109,6,2CF67,Botas Lluvia Impermeables Pro,Hilasal (Hilandería de Centro América),2023-02-13,114,11.5322165559,1314.6726873726,307,11.5322165559,Reposición
110,61,TAG1,Botas Invierno Térmicas Impermeables,Almacenes Siman,2023-02-13,119,14.041840390199999,1670.9790064338,302,14.041840390199999,Reposición
111,14,3ET67,Zapatos Loafer Borlas Ejecutivos,Calzado Lexus,2023-02-13,132,13.4090535915,1769.995074078,328,13.4090535915,Reposición
112,58,9OL25,Botas Trabajo Punta Acero Seguridad,Mundo de Calzado,2023-02-13,110,10.675586808000004,1174.3145488800005,294,10.675586808000004,Reposición
113,36,6BC45,Sandalias Playa Niños Coloridas,Adoc S.A. de C.V.,2023-02-13,133,4.446726279300001,591.4145951469001,320,4.446726279300001,Reposición
114,41,6UK81,Zapatillas Tenis Clásicas Blancas,Diana Comercial,2023-02-13,117,12.513681794700004,1464.1007699799004,285,12.513681794700004,Reposición
115,55,8VS71,Zapatillas Lifestyle Urban Street,Almacenes Siman,2023-02-13,127,9.8792224695,1254.6612536265,345,9.8792224695,Reposición
116,15,3JK76,Sandalias Cuero Artesanales Premium,Hilasal (Hilandería de Centro América),2023-02-13,106,8.1487442853,863.7668942418,276,8.1487442853,Reposición
117,44,7BS72,Zapatillas Training CrossFit Elite,Adoc S.A. de C.V.,2023-02-13,119,10.550751317100003,1255.5394067349005,317,10.550751317100003,Reposición
118,59,XS56,Calzado Gym Training Multisport,Calzado Prada El Salvador,2023-02-13,128,11.9368557333,1527.9175338624,310,11.9368557333,Reposición
119,60,WLCH1,Zapatillas Tenis Premium Leather,Mundo de Calzado,2023-02-13,117,15.0577430058,1761.7559316786,333,15.0577430058,Reposición
120,5,1TB10,Botas Invierno Térmicas Impermeables,Almacenes Siman,2023-02-13,113,11.192147460000003,1264.7126629800002,295,11.192147460000003,Reposición
121,38,6LJ54,Botas de Trabajo Industrial Reforzadas,Almacenes Siman,2023-02-13,133,10.3828691052,1380.9215909916,305,10.3828691052,Reposición
122,35,5XY10,Zapatos Tipo Brogue Premium Cuero,Mundo de Calzado,2023-02-13,118,15.617350378800008,1842.847344698401,322,15.617350378800008,Reposición
123,7,2JD29,Calzado Natación Acuático Grip,Payless ShoeSource El Salvador,2023-02-13,110,9.569286078300005,1052.6214686130006,287,9.569286078300005,Reposición
124,40,6UB33,Calzado Volleyball Indoor Pro,Hilasal (Hilandería de Centro América),2023-02-13,131,12.750438760200003,1670.3074775862005,337,12.750438760200003,Reposición
125,39,6PM40,Tacones Plataforma Fiesta Mujer,Calzado Lexus,2023-02-13,117,9.806043043799999,1147.3070361245998,333,9.806043043799999,Reposición
126,49,8BC37,Zapatillas Basketball High Top,Payless ShoeSource El Salvador,2023-02-13,117,8.312321825100002,972.5416535367002,325,8.312321825100002,Reposición
127,16,3JK90,Calzado Golf Waterproof Premium,Calzado Lexus,2023-02-13,111,10.8994297572,1209.8367030492,295,10.8994297572,Reposición
128,47,7TY55,Zapatillas Walking Confort Plus,Adoc S.A. de C.V.,2023-02-13,126,10.357041072600005,1304.9871751476005,298,10.357041072600005,Reposición
129,14,3ET67,Zapatos Loafer Borlas Ejecutivos,Diana Comercial,2023-04-15,118,12.216659419800001,1441.5658115364001,446,12.216659419800001,Reposición
130,5,1TB10,Botas Invierno Térmicas Impermeables,Hilasal (Hilandería de Centro América),2023-04-15,119,11.816324914500003,1406.1426648255003,414,11.816324914500003,Reposición
131,40,6UB33,Calzado Volleyball Indoor Pro,Calzado Prada El Salvador,2023-04-15,126,12.449111713200002,1568.5880758632004,463,12.449111713200002,Reposición
132,37,6GH85,Calzado Ciclismo Clips Performance,Payless ShoeSource El Salvador,2023-04-16,130,11.153405411100001,1449.9427034430003,455,11.153405411100001,Reposición
133,48,7YV41,Calzado Tenis Clay Court Especial,Hilasal (Hilandería de Centro América),2023-04-16,119,9.7500823065,1160.2597944735,414,9.7500823065,Reposición
134,19,3TU20,Zapatos Oxford Mujer Profesionales,Mundo de Calzado,2023-04-17,132,13.017328430400001,1718.2873528128002,454,13.017328430400001,Reposición
135,6,2CF67,Botas Lluvia Impermeables Pro,Mundo de Calzado,2023-04-17,104,11.243803525200004,1169.3555666208003,411,11.243803525200004,Reposición
136,21,3YB32,Sandalias Plataforma Mujer Elegantes,Adoc S.A. de C.V.,2023-04-18,124,8.583516167400003,1064.3560047576004,414,8.583516167400003,Reposición
137,27,5BM69,Zapatillas Deportivas Running Pro,Payless ShoeSource El Salvador,2023-04-18,124,10.042800009300004,1245.3072011532006,416,10.042800009300004,Reposición
138,2,1AB92,Botas Trabajo Punta Acero Seguridad,Hilasal (Hilandería de Centro América),2023-04-18,121,11.2997642625,1367.2714757625,437,11.2997642625,Reposición
139,34,5UB78,Zapatillas Skate Urban Style,Calzado Lexus,2023-04-19,115,10.580884021800001,1216.8016625070002,412,10.580884021800001,Reposición
140,52,8NN54,Botas Vaqueras Western Clásicas,Mundo de Calzado,2023-04-19,114,12.0487772079,1373.5606017006,423,12.0487772079,Reposición
141,11,2RW93,Zapatillas Slip-On Casual Relax,Adoc S.A. de C.V.,2023-04-19,119,10.572274677600005,1258.1006866344005,453,10.572274677600005,Reposición
142,1,0RT28,Sandalias Deportivas Acuáticas,Adoc S.A. de C.V.,2023-04-20,129,5.772565286100002,744.6609219069002,449,5.772565286100002,Reposición
143,23,4HJ92,Zapatos Salón Tacón Medio Oficina,Calzado Prada El Salvador,2023-04-21,106,13.258390068,1405.3893472080001,426,13.258390068,Reposición
144,20,3UK92,Zapatillas Casual Canvas Juveniles,Payless ShoeSource El Salvador,2023-04-21,121,9.90074583,1197.99024543,449,9.90074583,Reposición
145,16,3JK90,Calzado Golf Waterproof Premium,Payless ShoeSource El Salvador,2023-04-22,119,9.427231899,1121.840595981,414,9.427231899,Reposición
146,8,2JD90,Calzado Boxing Botín Competencia,Adoc S.A. de C.V.,2023-04-22,118,8.342454529800001,984.4096345164002,420,8.342454529800001,Reposición
147,54,8UF78,Zapatillas Casual Urbanas Confort,Hilasal (Hilandería de Centro América),2023-04-23,125,11.166319427400001,1395.7899284250002,449,11.166319427400001,Reposición
148,56,9GQ28,Zapatos Monk Strap Doble Hebilla,Payless ShoeSource El Salvador,2023-04-23,136,13.421967607800001,1825.3875946608002,451,13.421967607800001,Reposición
149,43,7BS71,Zapatos Derby Clásicos Oficina,Adoc S.A. de C.V.,2023-04-23,116,11.618309997899999,1347.7239597563998,392,11.618309997899999,Reposición
150,35,5XY10,Zapatos Tipo Brogue Premium Cuero,Diana Comercial,2023-04-24,126,14.351776781400009,1808.3238744564012,448,14.351776781400009,Reposición
151,15,3JK76,Sandalias Cuero Artesanales Premium,Hilasal (Hilandería de Centro América),2023-04-24,109,7.369598635200001,803.2862512368001,385,7.369598635200001,Reposición
152,24,4KL66,Botas Senderismo Trail Explorer,Almacenes Siman,2023-04-25,116,12.763352776500005,1480.5489220740005,427,12.763352776500005,Reposición
153,55,8VS71,Zapatillas Lifestyle Urban Street,Almacenes Siman,2023-04-25,120,11.067311969100004,1328.0774362920006,465,11.067311969100004,Reposición
154,59,XS56,Calzado Gym Training Multisport,Almacenes Siman,2023-04-26,126,11.217975492600004,1413.4649120676006,436,11.217975492600004,Reposición
155,18,3RE23,Botas Motociclista Protección Total,Adoc S.A. de C.V.,2023-04-26,130,11.7732781935,1530.526165155,473,11.7732781935,Reposición
156,3,1GB82,Calzado Gym Training Multisport,Mundo de Calzado,2023-04-26,111,10.636844759100004,1180.6897682601004,435,10.636844759100004,Reposición
157,28,5GE27,Sandalias Playa Flip-Flop Confort,Adoc S.A. de C.V.,2023-04-26,113,5.854354056000002,661.5420083280002,389,5.854354056000002,Reposición
158,50,8DO33,Botas Chelsea Casual Premium,Almacenes Siman,2023-04-28,131,15.539866281000002,2035.7224828110002,440,15.539866281000002,Reposición
159,13,2WE71,Tacones Stiletto Mujer Elegantes,Almacenes Siman,2023-04-29,119,9.556372062000001,1137.208275378,441,9.556372062000001,Reposición
160,12,2TK59,Sandalias Gladiador Fashion Mujer,Calzado Prada El Salvador,2023-04-29,118,6.6119763456,780.2132087808,420,6.6119763456,Reposición
161,4,1GS46,Zapatillas Tenis Premium Leather,Hilasal (Hilandería de Centro América),2023-04-29,111,12.479244417900004,1385.1961303869004,426,12.479244417900004,Reposición
162,49,8BC37,Zapatillas Basketball High Top,Adoc S.A. de C.V.,2023-04-30,124,7.993776089699999,991.2282351227999,449,7.993776089699999,Reposición
163,10,2LM04,Botas Casual Chukka Ante,Calzado Prada El Salvador,2023-04-30,123,12.199440731400001,1500.5312099622001,451,12.199440731400001,Reposición
164,42,6VC22,Sandalias Casual Verano Acolchadas,Calzado Prada El Salvador,2023-04-30,106,6.990787490399999,741.0234739823999,428,6.990787490399999,Reposición
165,7,2JD29,Calzado Natación Acuático Grip,Almacenes Siman,2023-04-30,119,8.342454529800001,992.7520890462001,406,8.342454529800001,Reposición
166,39,6PM40,Tacones Plataforma Fiesta Mujer,Hilasal (Hilandería de Centro América),2023-04-30,132,9.4918019805,1252.917861426,465,9.4918019805,Reposición
167,60,WLCH1,Zapatillas Tenis Premium Leather,Adoc S.A. de C.V.,2023-05-01,110,16.641862338600003,1830.6048572460004,443,16.641862338600003,Reposición
168,33,5TU10,Sandalias Sport Outdoor Trekking,Almacenes Siman,2023-05-01,131,6.887475359999999,902.2592721599999,454,6.887475359999999,Reposición
169,46,7NQ22,Zapatos Piel Charol Eventos Formales,Mundo de Calzado,2023-05-02,130,13.495147033500007,1754.3691143550009,406,13.495147033500007,Reposición
170,63,TAG3,Calzado Natación Acuático Grip,Payless ShoeSource El Salvador,2023-05-02,119,8.561992806900003,1018.8771440211003,437,8.561992806900003,Reposición
171,32,5TJ23,Zapatos Oxford Piel Ejecutivos,Mundo de Calzado,2023-05-02,111,11.4289044255,1268.6083912305,401,11.4289044255,Reposición
172,57,9OK21,Sandalias Deportivas Acuáticas,Diana Comercial,2023-05-02,137,7.9249013361,1085.7114830456999,451,7.9249013361,Reposición
173,62,TAG2,Botas Lluvia Impermeables Pro,Diana Comercial,2023-05-03,122,14.666017844699999,1789.2541770533999,420,14.666017844699999,Reposición
174,61,TAG1,Botas Invierno Térmicas Impermeables,Hilasal (Hilandería de Centro América),2023-05-03,123,14.8554234171,1827.2170803033,425,14.8554234171,Reposición
175,44,7BS72,Zapatillas Training CrossFit Elite,Diana Comercial,2023-05-04,123,12.0616912242,1483.5880205766,440,12.0616912242,Reposición
