direccion_id,direccion_externo_id,calle,ciudad,codigo_postal,region,pais_codigo,direccion_completa,activo
81,81,Colonia Centro,Zacatecoluca,01101,,SV,"Colonia Centro, Zacatecoluca, SV",True
82,82,Colonia Centro,Zacatecoluca,01101,,SV,"Colonia Centro, Zacatecoluca, SV",True
83,83,Colonia Centro,La Unión,01101,,SV,"Colonia Centro, La Unión, SV",True
84,84,Colonia Centro,La Unión,01101,,SV,"Colonia Centro, La Unión, SV",True
85,85,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
86,86,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
87,87,Colonia Centro,Metapán,01101,,SV,"Colonia Centro, Metapán, SV",True
88,88,Colonia Centro,Metapán,01101,,SV,"Colonia Centro, Metapán, SV",True
89,89,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
90,90,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
91,91,Colonia Centro,Usulután,01101,,SV,"Colonia Centro, Usulután, SV",True
92,92,Colonia Centro,Usulután,01101,,SV,"Colonia Centro, Usulután, SV",True
93,93,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
94,94,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
95,95,Colonia Centro,Usulután,01101,,SV,"Colonia Centro, Usulután, SV",True
96,96,Colonia Centro,Usulután,01101,,SV,"Colonia Centro, Usulután, SV",True
97,97,Colonia Centro,Cojutepeque,01101,,SV,"Colonia Centro, Cojutepeque, SV",True
98,98,Colonia Centro,Cojutepeque,01101,,SV,"Colonia Centro, Cojutepeque, SV",True
99,99,Colonia Centro,La Unión,01101,,SV,"Colonia Centro, La Unión, SV",True
100,100,Colonia Centro,La Unión,01101,,SV,"Colonia Centro, La Unión, SV",True
101,101,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
102,102,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
103,103,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
104,104,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
105,105,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
106,106,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
107,107,Colonia Centro,Zacatecoluca,01101,,SV,"Colonia Centro, Zacatecoluca, SV",True
108,108,Colonia Centro,Zacatecoluca,01101,,SV,"Colonia Centro, Zacatecoluca, SV",True
109,109,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
110,110,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
111,111,Colonia Centro,Soyapango,01101,,SV,"Colonia Centro, Soyapango, SV",True
112,112,Colonia Centro,Soyapango,01101,,SV,"Colonia Centro, Soyapango, SV",True
113,113,Colonia Centro,Zacatecoluca,01101,,SV,"Colonia Centro, Zacatecoluca, SV",True
114,114,Colonia Centro,Zacatecoluca,01101,,SV,"Colonia Centro, Zacatecoluca, SV",True
115,115,Colonia Centro,San Salvador,01101,,SV,"Colonia Centro, San Salvador, SV",True
116,116,Colonia Centro,San Salvador,01101,,SV,"Colonia Centro, San Salvador, SV",True
117,117,Colonia Centro,Soyapango,01101,,SV,"Colonia Centro, Soyapango, SV",True
118,118,Colonia Centro,Soyapango,01101,,SV,"Colonia Centro, Soyapango, SV",True
119,119,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
120,120,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
121,121,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
122,122,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
123,123,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
124,124,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
125,125,Colonia Centro,Santa Tecla,01101,,SV,"Colonia Centro, Santa Tecla, SV",True
126,126,Colonia Centro,Santa Tecla,01101,,SV,"Colonia Centro, Santa Tecla, SV",True
127,127,Colonia Centro,Santa Tecla,01101,,SV,"Colonia Centro, Santa Tecla, SV",True
128,128,Colonia Centro,Santa Tecla,01101,,SV,"Colonia Centro, Santa Tecla, SV",True
129,129,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
130,130,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
131,131,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
132,132,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
133,133,Colonia Centro,Apopa,01101,,SV,"Colonia Centro, Apopa, SV",True
134,134,Colonia Centro,Apopa,01101,,SV,"Colonia Centro, Apopa, SV",True
135,135,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
136,136,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
137,137,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
138,138,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
139,139,Colonia Centro,Soyapango,01101,,SV,"Colonia Centro, Soyapango, SV",True
140,140,Colonia Centro,Soyapango,01101,,SV,"Colonia Centro, Soyapango, SV",True
141,141,Colonia Centro,Cojutepeque,01101,,SV,"Colonia Centro, Cojutepeque, SV",True
142,142,Colonia Centro,Cojutepeque,01101,,SV,"Colonia Centro, Cojutepeque, SV",True
143,143,Colonia Centro,Santa Ana,01101,,SV,"Colonia Centro, Santa Ana, SV",True
144,144,Colonia Centro,Santa Ana,01101,,SV,"Colonia Centro, Santa Ana, SV",True
145,145,Colonia Centro,Metapán,01101,,SV,"Colonia Centro, Metapán, SV",True
146,146,Colonia Centro,Metapán,01101,,SV,"Colonia Centro, Metapán, SV",True
147,147,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
148,148,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
149,149,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
150,150,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
151,151,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
152,152,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
153,153,Colonia Centro,Ilopango,01101,,SV,"Colonia Centro, Ilopango, SV",True
154,154,Colonia Centro,Ilopango,01101,,SV,"Colonia Centro, Ilopango, SV",True
155,155,Colonia Centro,Ilopango,01101,,SV,"Colonia Centro, Ilopango, SV",True
156,156,Colonia Centro,Ilopango,01101,,SV,"Colonia Centro, Ilopango, SV",True
157,157,Colonia Centro,San Miguel,01101,,SV,"Colonia Centro, San Miguel, SV",True
158,158,Colonia Centro,San Miguel,01101,,SV,"Colonia Centro, San Miguel, SV",True
159,159,Colonia Centro,Mejicanos,01101,,SV,"Colonia Centro, Mejicanos, SV",True
160,160,Colonia Centro,Mejicanos,01101,,SV,"Colonia Centro, Mejicanos, SV",True
161,161,Colonia Centro,Mejicanos,01101,,SV,"Colonia Centro, Mejicanos, SV",True
162,162,Colonia Centro,Mejicanos,01101,,SV,"Colonia Centro, Mejicanos, SV",True
163,163,Colonia Centro,Apopa,01101,,SV,"Colonia Centro, Apopa, SV",True
164,164,Colonia Centro,Apopa,01101,,SV,"Colonia Centro, Apopa, SV",True
165,165,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
166,166,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
167,167,Colonia Centro,Usulután,01101,,SV,"Colonia Centro, Usulután, SV",True
168,168,Colonia Centro,Usulután,01101,,SV,"Colonia Centro, Usulután, SV",True
169,169,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
170,170,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
171,171,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
172,172,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
173,173,Colonia Centro,San Salvador,01101,,SV,"Colonia Centro, San Salvador, SV",True
174,174,Colonia Centro,San Salvador,01101,,SV,"Colonia Centro, San Salvador, SV",True
175,175,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
176,176,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
177,177,Colonia Centro,Zacatecoluca,01101,,SV,"Colonia Centro, Zacatecoluca, SV",True
178,178,Colonia Centro,Zacatecoluca,01101,,SV,"Colonia Centro, Zacatecoluca, SV",True
179,179,Colonia Centro,Metapán,01101,,SV,"Colonia Centro, Metapán, SV",True
180,180,Colonia Centro,Metapán,01101,,SV,"Colonia Centro, Metapán, SV",True
181,181,Colonia Centro,La Unión,01101,,SV,"Colonia Centro, La Unión, SV",True
182,182,Colonia Centro,La Unión,01101,,SV,"Colonia Centro, La Unión, SV",True
183,183,Colonia Centro,Santa Ana,01101,,SV,"Colonia Centro, Santa Ana, SV",True
184,184,Colonia Centro,Santa Ana,01101,,SV,"Colonia Centro, Santa Ana, SV",True
185,185,Colonia Centro,Santa Ana,01101,,SV,"Colonia Centro, Santa Ana, SV",True
186,186,Colonia Centro,Santa Ana,01101,,SV,"Colonia Centro, Santa Ana, SV",True
187,187,Colonia Centro,Zacatecoluca,01101,,SV,"Colonia Centro, Zacatecoluca, SV",True
188,188,Colonia Centro,Zacatecoluca,01101,,SV,"Colonia Centro, Zacatecoluca, SV",True
189,189,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
190,190,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
191,191,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
192,192,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
193,193,Colonia Centro,La Unión,01101,,SV,"Colonia Centro, La Unión, SV",True
194,194,Colonia Centro,La Unión,01101,,SV,"Colonia Centro, La Unión, SV",True
195,195,Colonia Centro,Metapán,01101,,SV,"Colonia Centro, Metapán, SV",True
196,196,Colonia Centro,Metapán,01101,,SV,"Colonia Centro, Metapán, SV",True
197,197,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
198,198,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
199,199,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
200,200,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
201,201,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
202,202,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
203,203,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
204,204,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
205,205,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
206,206,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
207,207,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
208,208,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
209,209,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
210,210,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
211,211,Colonia Centro,Metapán,01101,,SV,"Colonia Centro, Metapán, SV",True
212,212,Colonia Centro,Metapán,01101,,SV,"Colonia Centro, Metapán, SV",True
213,213,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
214,214,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
215,215,Colonia Centro,San Salvador,01101,,SV,"Colonia Centro, San Salvador, SV",True
216,216,Colonia Centro,San Salvador,01101,,SV,"Colonia Centro, San Salvador, SV",True
217,217,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
218,218,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
219,219,Colonia Centro,Metapán,01101,,SV,"Colonia Centro, Metapán, SV",True
220,220,Colonia Centro,Metapán,01101,,SV,"Colonia Centro, Metapán, SV",True
221,221,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
222,222,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
223,223,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
224,224,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
225,225,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
226,226,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
227,227,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
228,228,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
229,229,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
230,230,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
231,231,Colonia Centro,Usulután,01101,,SV,"Colonia Centro, Usulután, SV",True
232,232,Colonia Centro,Usulután,01101,,SV,"Colonia Centro, Usulután, SV",True
233,233,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
234,234,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
235,235,Colonia Centro,Mejicanos,01101,,SV,"Colonia Centro, Mejicanos, SV",True
236,236,Colonia Centro,Mejicanos,01101,,SV,"Colonia Centro, Mejicanos, SV",True
237,237,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
238,238,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
239,239,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
240,240,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
241,241,Colonia Centro,Santa Tecla,01101,,SV,"Colonia Centro, Santa Tecla, SV",True
242,242,Colonia Centro,Santa Tecla,01101,,SV,"Colonia Centro, Santa Tecla, SV",True
243,243,Colonia Centro,Santa Tecla,01101,,SV,"Colonia Centro, Santa Tecla, SV",True
244,244,Colonia Centro,Santa Tecla,01101,,SV,"Colonia Centro, Santa Tecla, SV",True
245,245,Colonia Centro,Cojutepeque,01101,,SV,"Colonia Centro, Cojutepeque, SV",True
246,246,Colonia Centro,Cojutepeque,01101,,SV,"Colonia Centro, Cojutepeque, SV",True
247,247,Colonia Centro,Cojutepeque,01101,,SV,"Colonia Centro, Cojutepeque, SV",True
248,248,Colonia Centro,Cojutepeque,01101,,SV,"Colonia Centro, Cojutepeque, SV",True
249,249,Colonia Centro,Soyapango,01101,,SV,"Colonia Centro, Soyapango, SV",True
250,250,Colonia Centro,Soyapango,01101,,SV,"Colonia Centro, Soyapango, SV",True
251,251,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
252,252,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
253,253,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
254,254,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
255,255,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
256,256,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
257,257,Colonia Centro,San Salvador,01101,,SV,"Colonia Centro, San Salvador, SV",True
258,258,Colonia Centro,San Salvador,01101,,SV,"Colonia Centro, San Salvador, SV",True
259,259,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
260,260,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
261,261,Colonia Centro,Metapán,01101,,SV,"Colonia Centro, Metapán, SV",True
262,262,Colonia Centro,Metapán,01101,,SV,"Colonia Centro, Metapán, SV",True
263,263,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
264,264,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
265,265,Colonia Centro,Santa Ana,01101,,SV,"Colonia Centro, Santa Ana, SV",True
266,266,Colonia Centro,Santa Ana,01101,,SV,"Colonia Centro, Santa Ana, SV",True
267,267,Colonia Centro,La Unión,01101,,SV,"Colonia Centro, La Unión, SV",True
268,268,Colonia Centro,La Unión,01101,,SV,"Colonia Centro, La Unión, SV",True
269,269,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
270,270,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
271,271,Colonia Centro,Ilopango,01101,,SV,"Colonia Centro, Ilopango, SV",True
272,272,Colonia Centro,Ilopango,01101,,SV,"Colonia Centro, Ilopango, SV",True
273,273,Colonia Centro,Mejicanos,01101,,SV,"Colonia Centro, Mejicanos, SV",True
274,274,Colonia Centro,Mejicanos,01101,,SV,"Colonia Centro, Mejicanos, SV",True
275,275,Colonia Centro,Apopa,01101,,SV,"Colonia Centro, Apopa, SV",True
276,276,Colonia Centro,Apopa,01101,,SV,"Colonia Centro, Apopa, SV",True
277,277,Colonia Centro,Metapán,01101,,SV,"Colonia Centro, Metapán, SV",True
278,278,Colonia Centro,Metapán,01101,,SV,"Colonia Centro, Metapán, SV",True
279,279,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
280,280,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
281,281,Colonia Centro,Ilopango,01101,,SV,"Colonia Centro, Ilopango, SV",True
282,282,Colonia Centro,Ilopango,01101,,SV,"Colonia Centro, Ilopango, SV",True
283,283,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
284,284,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
285,285,Colonia Centro,Ilopango,01101,,SV,"Colonia Centro, Ilopango, SV",True
286,286,Colonia Centro,Ilopango,01101,,SV,"Colonia Centro, Ilopango, SV",True
287,287,Colonia Centro,Usulután,01101,,SV,"Colonia Centro, Usulután, SV",True
288,288,Colonia Centro,Usulután,01101,,SV,"Colonia Centro, Usulután, SV",True
289,289,Colonia Centro,San Salvador,01101,,SV,"Colonia Centro, San Salvador, SV",True
290,290,Colonia Centro,San Salvador,01101,,SV,"Colonia Centro, San Salvador, SV",True
291,291,Colonia Centro,Zacatecoluca,01101,,SV,"Colonia Centro, Zacatecoluca, SV",True
292,292,Colonia Centro,Zacatecoluca,01101,,SV,"Colonia Centro, Zacatecoluca, SV",True
293,293,Colonia Centro,Soyapango,01101,,SV,"Colonia Centro, Soyapango, SV",True
294,294,Colonia Centro,Soyapango,01101,,SV,"Colonia Centro, Soyapango, SV",True
295,295,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
296,296,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
