id_fecha,fecha,año,mes,dia,dia_semana,nombre_dia,nombre_mes,trimestre,semana_año,es_fin_semana,es_feriado
20230314,2023-03-14,2023,3,14,2,Tuesday,March,1,11,False,False
20230315,2023-03-15,2023,3,15,3,Wednesday,March,1,11,False,False
20230316,2023-03-16,2023,3,16,4,Thursday,March,1,11,False,False
20230317,2023-03-17,2023,3,17,5,Friday,March,1,11,False,False
20230318,2023-03-18,2023,3,18,6,Saturday,March,1,11,True,False
20230319,2023-03-19,2023,3,19,7,Sunday,March,1,11,True,False
20230320,2023-03-20,2023,3,20,1,Monday,March,1,12,False,False
20230321,2023-03-21,2023,3,21,2,Tuesday,March,1,12,False,False
20230322,2023-03-22,2023,3,22,3,Wednesday,March,1,12,False,False
20230323,2023-03-23,2023,3,23,4,Thursday,March,1,12,False,False
20230324,2023-03-24,2023,3,24,5,Friday,March,1,12,False,False
20230325,2023-03-25,2023,3,25,6,Saturday,March,1,12,True,True
20230326,2023-03-26,2023,3,26,7,Sunday,March,1,12,True,False
20230327,2023-03-27,2023,3,27,1,Monday,March,1,13,False,False
20230328,2023-03-28,2023,3,28,2,Tuesday,March,1,13,False,False
20230329,2023-03-29,2023,3,29,3,Wednesday,March,1,13,False,False
20230330,2023-03-30,2023,3,30,4,Thursday,March,1,13,False,True
20230331,2023-03-31,2023,3,31,5,Friday,March,1,13,False,True
20230401,2023-04-01,2023,4,1,6,Saturday,April,2,13,True,True
20230402,2023-04-02,2023,4,2,7,Sunday,April,2,13,True,False
20230403,2023-04-03,2023,4,3,1,Monday,April,2,14,False,False
20230404,2023-04-04,2023,4,4,2,Tuesday,April,2,14,False,False
20230405,2023-04-05,2023,4,5,3,Wednesday,April,2,14,False,False
20230406,2023-04-06,2023,4,6,4,Thursday,April,2,14,False,True
20230407,2023-04-07,2023,4,7,5,Friday,April,2,14,False,True
20230408,2023-04-08,2023,4,8,6,Saturday,April,2,14,True,True
20230409,2023-04-09,2023,4,9,7,Sunday,April,2,14,True,False
20230410,2023-04-10,2023,4,10,1,Monday,April,2,15,False,False
20230411,2023-04-11,2023,4,11,2,Tuesday,April,2,15,False,False
20230412,2023-04-12,2023,4,12,3,Wednesday,April,2,15,False,False
20230413,2023-04-13,2023,4,13,4,Thursday,April,2,15,False,True
20230414,2023-04-14,2023,4,14,5,Friday,April,2,15,False,True
20230415,2023-04-15,2023,4,15,6,Saturday,April,2,15,True,True
20230416,2023-04-16,2023,4,16,7,Sunday,April,2,15,True,False
20230417,2023-04-17,2023,4,17,1,Monday,April,2,16,False,False
20230418,2023-04-18,2023,4,18,2,Tuesday,April,2,16,False,False
20230419,2023-04-19,2023,4,19,3,Wednesday,April,2,16,False,False
20230420,2023-04-20,2023,4,20,4,Thursday,April,2,16,False,False
20230421,2023-04-21,2023,4,21,5,Friday,April,2,16,False,False
20230422,2023-04-22,2023,4,22,6,Saturday,April,2,16,True,False
20230423,2023-04-23,2023,4,23,7,Sunday,April,2,16,True,False
20230424,2023-04-24,2023,4,24,1,Monday,April,2,17,False,False
20230425,2023-04-25,2023,4,25,2,Tuesday,April,2,17,False,False
20230426,2023-04-26,2023,4,26,3,Wednesday,April,2,17,False,False
20230427,2023-04-27,2023,4,27,4,Thursday,April,2,17,False,False
20230428,2023-04-28,2023,4,28,5,Friday,April,2,17,False,False
20230429,2023-04-29,2023,4,29,6,Saturday,April,2,17,True,False
20230430,2023-04-30,2023,4,30,7,Sunday,April,2,17,True,False
20230501,2023-05-01,2023,5,1,1,Monday,May,2,18,False,True
20230502,2023-05-02,2023,5,2,2,Tuesday,May,2,18,False,False
20230503,2023-05-03,2023,5,3,3,Wednesday,May,2,18,False,False
20230504,2023-05-04,2023,5,4,4,Thursday,May,2,18,False,False
20230505,2023-05-05,2023,5,5,5,Friday,May,2,18,False,False
20230506,2023-05-06,2023,5,6,6,Saturday,May,2,18,True,False
20230507,2023-05-07,2023,5,7,7,Sunday,May,2,18,True,False
20230508,2023-05-08,2023,5,8,1,Monday,May,2,19,False,False
20230509,2023-05-09,2023,5,9,2,Tuesday,May,2,19,False,False
20230510,2023-05-10,2023,5,10,3,Wednesday,May,2,19,False,True
20230511,2023-05-11,2023,5,11,4,Thursday,May,2,19,False,False
20230512,2023-05-12,2023,5,12,5,Friday,May,2,19,False,False
20230513,2023-05-13,2023,5,13,6,Saturday,May,2,19,True,False
20230514,2023-05-14,2023,5,14,7,Sunday,May,2,19,True,False
20230515,2023-05-15,2023,5,15,1,Monday,May,2,20,False,False
20230516,2023-05-16,2023,5,16,2,Tuesday,May,2,20,False,False
20230517,2023-05-17,2023,5,17,3,Wednesday,May,2,20,False,False
20230518,2023-05-18,2023,5,18,4,Thursday,May,2,20,False,False
20230519,2023-05-19,2023,5,19,5,Friday,May,2,20,False,False
20230520,2023-05-20,2023,5,20,6,Saturday,May,2,20,True,False
20230521,2023-05-21,2023,5,21,7,Sunday,May,2,20,True,False
20230522,2023-05-22,2023,5,22,1,Monday,May,2,21,False,False
20230523,2023-05-23,2023,5,23,2,Tuesday,May,2,21,False,False
20230524,2023-05-24,2023,5,24,3,Wednesday,May,2,21,False,False
20230525,2023-05-25,2023,5,25,4,Thursday,May,2,21,False,False
20230526,2023-05-26,2023,5,26,5,Friday,May,2,21,False,False
20230527,2023-05-27,2023,5,27,6,Saturday,May,2,21,True,False
20230528,2023-05-28,2023,5,28,7,Sunday,May,2,21,True,False
20230529,2023-05-29,2023,5,29,1,Monday,May,2,22,False,False
20230530,2023-05-30,2023,5,30,2,Tuesday,May,2,22,False,False
20230531,2023-05-31,2023,5,31,3,Wednesday,May,2,22,False,False
20230601,2023-06-01,2023,6,1,4,Thursday,June,2,22,False,False
20230602,2023-06-02,2023,6,2,5,Friday,June,2,22,False,False
20230603,2023-06-03,2023,6,3,6,Saturday,June,2,22,True,False
20230604,2023-06-04,2023,6,4,7,Sunday,June,2,22,True,False
20230605,2023-06-05,2023,6,5,1,Monday,June,2,23,False,False
20230606,2023-06-06,2023,6,6,2,Tuesday,June,2,23,False,False
20230607,2023-06-07,2023,6,7,3,Wednesday,June,2,23,False,False
20230608,2023-06-08,2023,6,8,4,Thursday,June,2,23,False,False
20230609,2023-06-09,2023,6,9,5,Friday,June,2,23,False,False
20230610,2023-06-10,2023,6,10,6,Saturday,June,2,23,True,False
20230611,2023-06-11,2023,6,11,7,Sunday,June,2,23,True,False
20230612,2023-06-12,2023,6,12,1,Monday,June,2,24,False,False
20230613,2023-06-13,2023,6,13,2,Tuesday,June,2,24,False,False
20230614,2023-06-14,2023,6,14,3,Wednesday,June,2,24,False,False
20230615,2023-06-15,2023,6,15,4,Thursday,June,2,24,False,False
20230616,2023-06-16,2023,6,16,5,Friday,June,2,24,False,False
20230617,2023-06-17,2023,6,17,6,Saturday,June,2,24,True,True
20230618,2023-06-18,2023,6,18,7,Sunday,June,2,24,True,False
20230619,2023-06-19,2023,6,19,1,Monday,June,2,25,False,False
20230620,2023-06-20,2023,6,20,2,Tuesday,June,2,25,False,False
20230621,2023-06-21,2023,6,21,3,Wednesday,June,2,25,False,False
20230622,2023-06-22,2023,6,22,4,Thursday,June,2,25,False,False
20230623,2023-06-23,2023,6,23,5,Friday,June,2,25,False,False
20230624,2023-06-24,2023,6,24,6,Saturday,June,2,25,True,False
20230625,2023-06-25,2023,6,25,7,Sunday,June,2,25,True,False
20230626,2023-06-26,2023,6,26,1,Monday,June,2,26,False,False
20230627,2023-06-27,2023,6,27,2,Tuesday,June,2,26,False,False
20230628,2023-06-28,2023,6,28,3,Wednesday,June,2,26,False,False
20230629,2023-06-29,2023,6,29,4,Thursday,June,2,26,False,False
20230630,2023-06-30,2023,6,30,5,Friday,June,2,26,False,False
20230701,2023-07-01,2023,7,1,6,Saturday,July,3,26,True,False
20230702,2023-07-02,2023,7,2,7,Sunday,July,3,26,True,False
20230703,2023-07-03,2023,7,3,1,Monday,July,3,27,False,False
20230704,2023-07-04,2023,7,4,2,Tuesday,July,3,27,False,False
20230705,2023-07-05,2023,7,5,3,Wednesday,July,3,27,False,False
20230706,2023-07-06,2023,7,6,4,Thursday,July,3,27,False,False
20230707,2023-07-07,2023,7,7,5,Friday,July,3,27,False,False
20230708,2023-07-08,2023,7,8,6,Saturday,July,3,27,True,False
20230709,2023-07-09,2023,7,9,7,Sunday,July,3,27,True,False
20230710,2023-07-10,2023,7,10,1,Monday,July,3,28,False,False
20230711,2023-07-11,2023,7,11,2,Tuesday,July,3,28,False,False
20230712,2023-07-12,2023,7,12,3,Wednesday,July,3,28,False,False
20230713,2023-07-13,2023,7,13,4,Thursday,July,3,28,False,False
20230714,2023-07-14,2023,7,14,5,Friday,July,3,28,False,False
20230715,2023-07-15,2023,7,15,6,Saturday,July,3,28,True,False
20230716,2023-07-16,2023,7,16,7,Sunday,July,3,28,True,False
20230717,2023-07-17,2023,7,17,1,Monday,July,3,29,False,False
20230718,2023-07-18,2023,7,18,2,Tuesday,July,3,29,False,False
20230719,2023-07-19,2023,7,19,3,Wednesday,July,3,29,False,False
20230720,2023-07-20,2023,7,20,4,Thursday,July,3,29,False,False
20230721,2023-07-21,2023,7,21,5,Friday,July,3,29,False,False
20230722,2023-07-22,2023,7,22,6,Saturday,July,3,29,True,False
20230723,2023-07-23,2023,7,23,7,Sunday,July,3,29,True,False
20230724,2023-07-24,2023,7,24,1,Monday,July,3,30,False,False
20230725,2023-07-25,2023,7,25,2,Tuesday,July,3,30,False,False
20230726,2023-07-26,2023,7,26,3,Wednesday,July,3,30,False,False
20230727,2023-07-27,2023,7,27,4,Thursday,July,3,30,False,False
20230728,2023-07-28,2023,7,28,5,Friday,July,3,30,False,False
20230729,2023-07-29,2023,7,29,6,Saturday,July,3,30,True,False
20230730,2023-07-30,2023,7,30,7,Sunday,July,3,30,True,False
20230731,2023-07-31,2023,7,31,1,Monday,July,3,31,False,False
20230801,2023-08-01,2023,8,1,2,Tuesday,August,3,31,False,False
20230802,2023-08-02,2023,8,2,3,Wednesday,August,3,31,False,False
20230803,2023-08-03,2023,8,3,4,Thursday,August,3,31,False,False
20230804,2023-08-04,2023,8,4,5,Friday,August,3,31,False,False
20230805,2023-08-05,2023,8,5,6,Saturday,August,3,31,True,False
20230806,2023-08-06,2023,8,6,7,Sunday,August,3,31,True,True
20230807,2023-08-07,2023,8,7,1,Monday,August,3,32,False,False
20230808,2023-08-08,2023,8,8,2,Tuesday,August,3,32,False,False
20230809,2023-08-09,2023,8,9,3,Wednesday,August,3,32,False,False
20230810,2023-08-10,2023,8,10,4,Thursday,August,3,32,False,False
20230811,2023-08-11,2023,8,11,5,Friday,August,3,32,False,False
20230812,2023-08-12,2023,8,12,6,Saturday,August,3,32,True,False
20230813,2023-08-13,2023,8,13,7,Sunday,August,3,32,True,False
20230814,2023-08-14,2023,8,14,1,Monday,August,3,33,False,False
20230815,2023-08-15,2023,8,15,2,Tuesday,August,3,33,False,False
20230816,2023-08-16,2023,8,16,3,Wednesday,August,3,33,False,False
20230817,2023-08-17,2023,8,17,4,Thursday,August,3,33,False,False
20230818,2023-08-18,2023,8,18,5,Friday,August,3,33,False,False
20230819,2023-08-19,2023,8,19,6,Saturday,August,3,33,True,False
20230820,2023-08-20,2023,8,20,7,Sunday,August,3,33,True,False
20230821,2023-08-21,2023,8,21,1,Monday,August,3,34,False,False
20230822,2023-08-22,2023,8,22,2,Tuesday,August,3,34,False,False
20230823,2023-08-23,2023,8,23,3,Wednesday,August,3,34,False,False
20230824,2023-08-24,2023,8,24,4,Thursday,August,3,34,False,False
20230825,2023-08-25,2023,8,25,5,Friday,August,3,34,False,False
20230826,2023-08-26,2023,8,26,6,Saturday,August,3,34,True,False
20230827,2023-08-27,2023,8,27,7,Sunday,August,3,34,True,False
20230828,2023-08-28,2023,8,28,1,Monday,August,3,35,False,False
20230829,2023-08-29,2023,8,29,2,Tuesday,August,3,35,False,False
20230830,2023-08-30,2023,8,30,3,Wednesday,August,3,35,False,False
20230831,2023-08-31,2023,8,31,4,Thursday,August,3,35,False,False
20230901,2023-09-01,2023,9,1,5,Friday,September,3,35,False,False
20230902,2023-09-02,2023,9,2,6,Saturday,September,3,35,True,False
20230903,2023-09-03,2023,9,3,7,Sunday,September,3,35,True,False
20230904,2023-09-04,2023,9,4,1,Monday,September,3,36,False,False
20230905,2023-09-05,2023,9,5,2,Tuesday,September,3,36,False,False
20230906,2023-09-06,2023,9,6,3,Wednesday,September,3,36,False,False
20230907,2023-09-07,2023,9,7,4,Thursday,September,3,36,False,False
20230908,2023-09-08,2023,9,8,5,Friday,September,3,36,False,False
20230909,2023-09-09,2023,9,9,6,Saturday,September,3,36,True,False
20230910,2023-09-10,2023,9,10,7,Sunday,September,3,36,True,False
20230911,2023-09-11,2023,9,11,1,Monday,September,3,37,False,False
20230912,2023-09-12,2023,9,12,2,Tuesday,September,3,37,False,False
20230913,2023-09-13,2023,9,13,3,Wednesday,September,3,37,False,False
20230914,2023-09-14,2023,9,14,4,Thursday,September,3,37,False,False
20230915,2023-09-15,2023,9,15,5,Friday,September,3,37,False,True
20230916,2023-09-16,2023,9,16,6,Saturday,September,3,37,True,False
20230917,2023-09-17,2023,9,17,7,Sunday,September,3,37,True,False
20230918,2023-09-18,2023,9,18,1,Monday,September,3,38,False,False
20230919,2023-09-19,2023,9,19,2,Tuesday,September,3,38,False,False
20230920,2023-09-20,2023,9,20,3,Wednesday,September,3,38,False,False
20230921,2023-09-21,2023,9,21,4,Thursday,September,3,38,False,False
20230922,2023-09-22,2023,9,22,5,Friday,September,3,38,False,False
20230923,2023-09-23,2023,9,23,6,Saturday,September,3,38,True,False
20230924,2023-09-24,2023,9,24,7,Sunday,September,3,38,True,False
20230925,2023-09-25,2023,9,25,1,Monday,September,3,39,False,False
20230926,2023-09-26,2023,9,26,2,Tuesday,September,3,39,False,False
20230927,2023-09-27,2023,9,27,3,Wednesday,September,3,39,False,False
20230928,2023-09-28,2023,9,28,4,Thursday,September,3,39,False,False
20230929,2023-09-29,2023,9,29,5,Friday,September,3,39,False,False
20230930,2023-09-30,2023,9,30,6,Saturday,September,3,39,True,False
20231001,2023-10-01,2023,10,1,7,Sunday,October,4,39,True,False
20231002,2023-10-02,2023,10,2,1,Monday,October,4,40,False,False
20231003,2023-10-03,2023,10,3,2,Tuesday,October,4,40,False,False
20231004,2023-10-04,2023,10,4,3,Wednesday,October,4,40,False,False
20231005,2023-10-05,2023,10,5,4,Thursday,October,4,40,False,False
20231006,2023-10-06,2023,10,6,5,Friday,October,4,40,False,False
20231007,2023-10-07,2023,10,7,6,Saturday,October,4,40,True,False
20231008,2023-10-08,2023,10,8,7,Sunday,October,4,40,True,False
20231009,2023-10-09,2023,10,9,1,Monday,October,4,41,False,False
20231010,2023-10-10,2023,10,10,2,Tuesday,October,4,41,False,False
20231011,2023-10-11,2023,10,11,3,Wednesday,October,4,41,False,False
20231012,2023-10-12,2023,10,12,4,Thursday,October,4,41,False,False
20231013,2023-10-13,2023,10,13,5,Friday,October,4,41,False,False
20231014,2023-10-14,2023,10,14,6,Saturday,October,4,41,True,False
20231015,2023-10-15,2023,10,15,7,Sunday,October,4,41,True,False
20231016,2023-10-16,2023,10,16,1,Monday,October,4,42,False,False
20231017,2023-10-17,2023,10,17,2,Tuesday,October,4,42,False,False
20231018,2023-10-18,2023,10,18,3,Wednesday,October,4,42,False,False
20231019,2023-10-19,2023,10,19,4,Thursday,October,4,42,False,False
20231020,2023-10-20,2023,10,20,5,Friday,October,4,42,False,False
20231021,2023-10-21,2023,10,21,6,Saturday,October,4,42,True,False
20231022,2023-10-22,2023,10,22,7,Sunday,October,4,42,True,False
20231023,2023-10-23,2023,10,23,1,Monday,October,4,43,False,False
20231024,2023-10-24,2023,10,24,2,Tuesday,October,4,43,False,False
20231025,2023-10-25,2023,10,25,3,Wednesday,October,4,43,False,False
20231026,2023-10-26,2023,10,26,4,Thursday,October,4,43,False,False
20231027,2023-10-27,2023,10,27,5,Friday,October,4,43,False,False
20231028,2023-10-28,2023,10,28,6,Saturday,October,4,43,True,False
20231029,2023-10-29,2023,10,29,7,Sunday,October,4,43,True,False
20231030,2023-10-30,2023,10,30,1,Monday,October,4,44,False,False
20231031,2023-10-31,2023,10,31,2,Tuesday,October,4,44,False,False
20231101,2023-11-01,2023,11,1,3,Wednesday,November,4,44,False,False
20231102,2023-11-02,2023,11,2,4,Thursday,November,4,44,False,True
20231103,2023-11-03,2023,11,3,5,Friday,November,4,44,False,False
20231104,2023-11-04,2023,11,4,6,Saturday,November,4,44,True,False
20231105,2023-11-05,2023,11,5,7,Sunday,November,4,44,True,False
20231106,2023-11-06,2023,11,6,1,Monday,November,4,45,False,False
20231107,2023-11-07,2023,11,7,2,Tuesday,November,4,45,False,False
20231108,2023-11-08,2023,11,8,3,Wednesday,November,4,45,False,False
20231109,2023-11-09,2023,11,9,4,Thursday,November,4,45,False,False
20231110,2023-11-10,2023,11,10,5,Friday,November,4,45,False,False
20231111,2023-11-11,2023,11,11,6,Saturday,November,4,45,True,False
20231112,2023-11-12,2023,11,12,7,Sunday,November,4,45,True,False
20231113,2023-11-13,2023,11,13,1,Monday,November,4,46,False,False
20231114,2023-11-14,2023,11,14,2,Tuesday,November,4,46,False,False
20231115,2023-11-15,2023,11,15,3,Wednesday,November,4,46,False,False
20231116,2023-11-16,2023,11,16,4,Thursday,November,4,46,False,False
20231117,2023-11-17,2023,11,17,5,Friday,November,4,46,False,False
20231118,2023-11-18,2023,11,18,6,Saturday,November,4,46,True,False
20231119,2023-11-19,2023,11,19,7,Sunday,November,4,46,True,False
20231120,2023-11-20,2023,11,20,1,Monday,November,4,47,False,False
20231121,2023-11-21,2023,11,21,2,Tuesday,November,4,47,False,False
20231122,2023-11-22,2023,11,22,3,Wednesday,November,4,47,False,False
20231123,2023-11-23,2023,11,23,4,Thursday,November,4,47,False,False
20231124,2023-11-24,2023,11,24,5,Friday,November,4,47,False,False
20231125,2023-11-25,2023,11,25,6,Saturday,November,4,47,True,False
20231126,2023-11-26,2023,11,26,7,Sunday,November,4,47,True,False
20231127,2023-11-27,2023,11,27,1,Monday,November,4,48,False,False
20231128,2023-11-28,2023,11,28,2,Tuesday,November,4,48,False,False
20231129,2023-11-29,2023,11,29,3,Wednesday,November,4,48,False,False
20231130,2023-11-30,2023,11,30,4,Thursday,November,4,48,False,False
20231201,2023-12-01,2023,12,1,5,Friday,December,4,48,False,False
20231202,2023-12-02,2023,12,2,6,Saturday,December,4,48,True,False
20231203,2023-12-03,2023,12,3,7,Sunday,December,4,48,True,False
20231204,2023-12-04,2023,12,4,1,Monday,December,4,49,False,False
20231205,2023-12-05,2023,12,5,2,Tuesday,December,4,49,False,False
20231206,2023-12-06,2023,12,6,3,Wednesday,December,4,49,False,False
20231207,2023-12-07,2023,12,7,4,Thursday,December,4,49,False,False
20231208,2023-12-08,2023,12,8,5,Friday,December,4,49,False,False
20231209,2023-12-09,2023,12,9,6,Saturday,December,4,49,True,False
20231210,2023-12-10,2023,12,10,7,Sunday,December,4,49,True,False
20231211,2023-12-11,2023,12,11,1,Monday,December,4,50,False,False
20231212,2023-12-12,2023,12,12,2,Tuesday,December,4,50,False,False
20231213,2023-12-13,2023,12,13,3,Wednesday,December,4,50,False,False
20231214,2023-12-14,2023,12,14,4,Thursday,December,4,50,False,False
20231215,2023-12-15,2023,12,15,5,Friday,December,4,50,False,False
20231216,2023-12-16,2023,12,16,6,Saturday,December,4,50,True,False
20231217,2023-12-17,2023,12,17,7,Sunday,December,4,50,True,False
20231218,2023-12-18,2023,12,18,1,Monday,December,4,51,False,False
20231219,2023-12-19,2023,12,19,2,Tuesday,December,4,51,False,False
20231220,2023-12-20,2023,12,20,3,Wednesday,December,4,51,False,False
20231221,2023-12-21,2023,12,21,4,Thursday,December,4,51,False,False
20231222,2023-12-22,2023,12,22,5,Friday,December,4,51,False,False
20231223,2023-12-23,2023,12,23,6,Saturday,December,4,51,True,False
20231224,2023-12-24,2023,12,24,7,Sunday,December,4,51,True,False
20231225,2023-12-25,2023,12,25,1,Monday,December,4,52,False,True
20231226,2023-12-26,2023,12,26,2,Tuesday,December,4,52,False,False
20231227,2023-12-27,2023,12,27,3,Wednesday,December,4,52,False,False
20231228,2023-12-28,2023,12,28,4,Thursday,December,4,52,False,False
20231229,2023-12-29,2023,12,29,5,Friday,December,4,52,False,False
20231230,2023-12-30,2023,12,30,6,Saturday,December,4,52,True,False
20231231,2023-12-31,2023,12,31,7,Sunday,December,4,52,True,False
20240101,2024-01-01,2024,1,1,1,Monday,January,1,1,False,True
20240102,2024-01-02,2024,1,2,2,Tuesday,January,1,1,False,False
20240103,2024-01-03,2024,1,3,3,Wednesday,January,1,1,False,False
20240104,2024-01-04,2024,1,4,4,Thursday,January,1,1,False,False
20240105,2024-01-05,2024,1,5,5,Friday,January,1,1,False,False
20240106,2024-01-06,2024,1,6,6,Saturday,January,1,1,True,False
20240107,2024-01-07,2024,1,7,7,Sunday,January,1,1,True,False
20240108,2024-01-08,2024,1,8,1,Monday,January,1,2,False,False
20240109,2024-01-09,2024,1,9,2,Tuesday,January,1,2,False,False
20240110,2024-01-10,2024,1,10,3,Wednesday,January,1,2,False,False
20240111,2024-01-11,2024,1,11,4,Thursday,January,1,2,False,False
20240112,2024-01-12,2024,1,12,5,Friday,January,1,2,False,False
20240113,2024-01-13,2024,1,13,6,Saturday,January,1,2,True,False
20240114,2024-01-14,2024,1,14,7,Sunday,January,1,2,True,False
20240115,2024-01-15,2024,1,15,1,Monday,January,1,3,False,False
20240116,2024-01-16,2024,1,16,2,Tuesday,January,1,3,False,False
20240117,2024-01-17,2024,1,17,3,Wednesday,January,1,3,False,False
20240118,2024-01-18,2024,1,18,4,Thursday,January,1,3,False,False
20240119,2024-01-19,2024,1,19,5,Friday,January,1,3,False,False
20240120,2024-01-20,2024,1,20,6,Saturday,January,1,3,True,False
20240121,2024-01-21,2024,1,21,7,Sunday,January,1,3,True,False
20240122,2024-01-22,2024,1,22,1,Monday,January,1,4,False,False
20240123,2024-01-23,2024,1,23,2,Tuesday,January,1,4,False,False
20240124,2024-01-24,2024,1,24,3,Wednesday,January,1,4,False,False
20240125,2024-01-25,2024,1,25,4,Thursday,January,1,4,False,False
20240126,2024-01-26,2024,1,26,5,Friday,January,1,4,False,False
20240127,2024-01-27,2024,1,27,6,Saturday,January,1,4,True,False
20240128,2024-01-28,2024,1,28,7,Sunday,January,1,4,True,False
20240129,2024-01-29,2024,1,29,1,Monday,January,1,5,False,False
20240130,2024-01-30,2024,1,30,2,Tuesday,January,1,5,False,False
20240131,2024-01-31,2024,1,31,3,Wednesday,January,1,5,False,False
