orden_id,orden_externo_id,numero_orden,currency,created_at,tipo_orden,canal,tasa_cambio
32,212,ORD-00000212,USD,2025-11-28 15:40:01,Venta,E-Commerce,1.0
33,220,ORD-00000220,USD,2025-03-09 08:14:51,Venta,E-Commerce,1.0
34,221,ORD-00000221,USD,2023-12-12 08:21:08,Venta,E-Commerce,1.0
35,229,ORD-00000229,USD,2023-12-31 20:18:56,Venta,E-Commerce,1.0
36,236,ORD-00000236,USD,2024-11-30 20:54:36,Venta,E-Commerce,1.0
37,240,ORD-00000240,USD,2025-05-09 15:45:57,Venta,E-Commerce,1.0
38,241,ORD-00000241,USD,2025-02-18 08:13:50,Venta,E-Commerce,1.0
39,263,ORD-00000263,USD,2024-06-04 20:22:54,Venta,E-Commerce,1.0
40,266,ORD-00000266,USD,2023-07-04 14:13:56,Venta,E-Commerce,1.0
41,273,ORD-00000273,USD,2025-05-16 17:08:56,Venta,E-Commerce,1.0
42,284,ORD-00000284,USD,2023-03-03 08:42:06,Venta,E-Commerce,1.0
43,290,ORD-00000290,USD,2025-05-14 20:45:40,Venta,E-Commerce,1.0
44,297,ORD-00000297,USD,2024-09-20 20:44:46,Venta,E-Commerce,1.0
45,316,ORD-00000316,USD,2023-11-24 18:11:32,Venta,E-Commerce,1.0
46,319,ORD-00000319,USD,2023-05-10 18:04:27,Venta,E-Commerce,1.0
47,321,ORD-00000321,USD,2025-05-20 18:12:09,Venta,E-Commerce,1.0
48,325,ORD-00000325,USD,2025-02-22 15:36:51,Venta,E-Commerce,1.0
49,327,ORD-00000327,USD,2024-07-04 08:57:05,Venta,E-Commerce,1.0
50,328,ORD-00000328,USD,2024-06-30 17:07:26,Venta,E-Commerce,1.0
51,329,ORD-00000329,USD,2024-12-05 11:22:07,Venta,E-Commerce,1.0
52,345,ORD-00000345,USD,2024-11-23 19:23:03,Venta,E-Commerce,1.0
53,356,ORD-00000356,USD,2024-11-30 20:40:10,Venta,E-Commerce,1.0
54,363,ORD-00000363,USD,2024-06-25 16:18:54,Venta,E-Commerce,1.0
55,385,ORD-00000385,USD,2024-06-09 19:07:57,Venta,E-Commerce,1.0
56,387,ORD-00000387,USD,2023-03-21 17:53:50,Venta,E-Commerce,1.0
57,388,ORD-00000388,USD,2023-11-03 18:52:58,Venta,E-Commerce,1.0
58,400,ORD-00000400,USD,2025-11-19 15:31:06,Venta,E-Commerce,1.0
59,413,ORD-00000413,USD,2024-11-14 18:45:18,Venta,E-Commerce,1.0
60,429,ORD-00000429,USD,2023-04-13 20:13:14,Venta,E-Commerce,1.0
61,441,ORD-00000441,USD,2024-02-06 18:12:23,Venta,E-Commerce,1.0
62,442,ORD-00000442,USD,2023-05-05 12:58:14,Venta,E-Commerce,1.0
63,443,ORD-00000443,USD,2025-08-14 08:30:27,Venta,E-Commerce,1.0
64,445,ORD-00000445,USD,2023-12-29 12:32:53,Venta,E-Commerce,1.0
65,449,ORD-00000449,USD,2023-12-13 20:27:43,Venta,E-Commerce,1.0
66,472,ORD-00000472,USD,2023-12-08 19:39:18,Venta,E-Commerce,1.0
67,488,ORD-00000488,USD,2023-07-14 08:15:11,Venta,E-Commerce,1.0
68,495,ORD-00000495,USD,2024-02-28 14:23:30,Venta,E-Commerce,1.0
69,499,ORD-00000499,USD,2025-09-21 17:54:28,Venta,E-Commerce,1.0
70,503,ORD-00000503,USD,2023-06-26 14:09:44,Venta,E-Commerce,1.0
71,529,ORD-00000529,USD,2024-10-16 13:54:25,Venta,E-Commerce,1.0
72,565,ORD-00000565,USD,2025-02-06 12:53:11,Venta,E-Commerce,1.0
73,569,ORD-00000569,USD,2023-07-09 14:23:41,Venta,E-Commerce,1.0
74,587,ORD-00000587,USD,2025-05-17 11:57:00,Venta,E-Commerce,1.0
75,590,ORD-00000590,USD,2024-10-19 12:42:11,Venta,E-Commerce,1.0
76,591,ORD-00000591,USD,2023-12-07 18:16:52,Venta,E-Commerce,1.0
77,593,ORD-00000593,USD,2024-02-17 20:29:41,Venta,E-Commerce,1.0
78,601,ORD-00000601,USD,2025-06-19 16:53:09,Venta,E-Commerce,1.0
79,603,ORD-00000603,USD,2024-07-30 12:27:39,Venta,E-Commerce,1.0
80,604,ORD-00000604,USD,2025-09-15 17:48:16,Venta,E-Commerce,1.0
81,607,ORD-00000607,USD,2025-01-09 17:03:52,Venta,E-Commerce,1.0
82,610,ORD-00000610,USD,2023-06-29 16:01:42,Venta,E-Commerce,1.0
83,625,ORD-00000625,USD,2023-10-23 12:20:42,Venta,E-Commerce,1.0
84,631,ORD-00000631,USD,2025-05-06 11:34:24,Venta,E-Commerce,1.0
85,637,ORD-00000637,USD,2024-03-11 10:26:13,Venta,E-Commerce,1.0
86,644,ORD-00000644,USD,2025-02-03 14:09:44,Venta,E-Commerce,1.0
87,659,ORD-00000659,USD,2025-02-12 18:01:31,Venta,E-Commerce,1.0
88,667,ORD-00000667,USD,2023-03-27 17:00:39,Venta,E-Commerce,1.0
89,671,ORD-00000671,USD,2023-07-27 16:18:53,Venta,E-Commerce,1.0
90,680,ORD-00000680,USD,2024-04-14 19:09:39,Venta,E-Commerce,1.0
91,687,ORD-00000687,USD,2025-07-13 09:39:14,Venta,E-Commerce,1.0
92,689,ORD-00000689,USD,2025-08-29 08:48:28,Venta,E-Commerce,1.0
93,699,ORD-00000699,USD,2025-06-06 20:25:22,Venta,E-Commerce,1.0
94,705,ORD-00000705,USD,2023-04-29 11:01:45,Venta,E-Commerce,1.0
95,722,ORD-00000722,USD,2024-12-24 14:09:38,Venta,E-Commerce,1.0
96,727,ORD-00000727,USD,2024-07-08 11:09:04,Venta,E-Commerce,1.0
97,731,ORD-00000731,USD,2025-10-27 11:36:23,Venta,E-Commerce,1.0
98,732,ORD-00000732,USD,2023-11-09 16:33:15,Venta,E-Commerce,1.0
99,733,ORD-00000733,USD,2024-08-02 09:29:49,Venta,E-Commerce,1.0
100,737,ORD-00000737,USD,2025-08-08 08:32:28,Venta,E-Commerce,1.0
101,750,ORD-00000750,USD,2023-06-28 12:33:03,Venta,E-Commerce,1.0
102,757,ORD-00000757,USD,2025-06-08 08:54:47,Venta,E-Commerce,1.0
103,760,ORD-00000760,USD,2024-04-02 17:50:56,Venta,E-Commerce,1.0
104,767,ORD-00000767,USD,2024-12-25 13:03:31,Venta,E-Commerce,1.0
105,813,ORD-00000813,USD,2024-11-25 08:18:26,Venta,E-Commerce,1.0
106,815,ORD-00000815,USD,2024-10-28 09:00:41,Venta,E-Commerce,1.0
107,825,ORD-00000825,USD,2024-05-06 19:17:18,Venta,E-Commerce,1.0
108,836,ORD-00000836,USD,2025-05-17 16:45:25,Venta,E-Commerce,1.0
109,839,ORD-00000839,USD,2023-10-15 10:10:43,Venta,E-Commerce,1.0
110,850,ORD-00000850,USD,2023-07-04 15:10:26,Venta,E-Commerce,1.0
111,851,ORD-00000851,USD,2024-06-21 13:01:29,Venta,E-Commerce,1.0
112,852,ORD-00000852,USD,2024-04-25 13:30:31,Venta,E-Commerce,1.0
113,853,ORD-00000853,USD,2023-11-21 14:47:28,Venta,E-Commerce,1.0
114,860,ORD-00000860,USD,2023-09-12 08:50:44,Venta,E-Commerce,1.0
115,861,ORD-00000861,USD,2023-12-05 18:08:20,Venta,E-Commerce,1.0
116,874,ORD-00000874,USD,2023-07-19 14:59:51,Venta,E-Commerce,1.0
117,875,ORD-00000875,USD,2023-12-24 10:46:10,Venta,E-Commerce,1.0
118,876,ORD-00000876,USD,2023-08-09 10:17:01,Venta,E-Commerce,1.0
119,923,ORD-00000923,USD,2025-05-08 12:10:36,Venta,E-Commerce,1.0
120,926,ORD-00000926,USD,2024-12-21 12:38:42,Venta,E-Commerce,1.0
121,945,ORD-00000945,USD,2024-04-20 20:09:33,Venta,E-Commerce,1.0
122,948,ORD-00000948,USD,2023-02-28 09:45:47,Venta,E-Commerce,1.0
123,956,ORD-00000956,USD,2023-06-07 10:13:37,Venta,E-Commerce,1.0
124,958,ORD-00000958,USD,2023-07-29 13:06:42,Venta,E-Commerce,1.0
125,965,ORD-00000965,USD,2023-04-03 15:33:31,Venta,E-Commerce,1.0
126,1008,ORD-00001008,USD,2023-12-27 13:37:50,Venta,E-Commerce,1.0
127,1014,ORD-00001014,USD,2025-11-14 19:06:27,Venta,E-Commerce,1.0
128,1018,ORD-00001018,USD,2024-12-29 14:46:17,Venta,E-Commerce,1.0
129,1030,ORD-00001030,USD,2023-03-20 14:57:44,Venta,E-Commerce,1.0
130,1034,ORD-00001034,USD,2025-08-11 19:22:38,Venta,E-Commerce,1.0
131,1039,ORD-00001039,USD,2025-01-05 14:44:52,Venta,E-Commerce,1.0
132,1040,ORD-00001040,USD,2023-11-30 18:28:10,Venta,E-Commerce,1.0
133,1059,ORD-00001059,USD,2023-08-26 19:40:15,Venta,E-Commerce,1.0
134,1069,ORD-00001069,USD,2025-10-21 10:03:14,Venta,E-Commerce,1.0
135,1070,ORD-00001070,USD,2025-06-06 09:05:59,Venta,E-Commerce,1.0
136,1080,ORD-00001080,USD,2024-08-01 19:05:58,Venta,E-Commerce,1.0
137,1088,ORD-00001088,USD,2023-02-13 12:52:19,Venta,E-Commerce,1.0
138,1090,ORD-00001090,USD,2023-11-01 13:37:16,Venta,E-Commerce,1.0
139,1105,ORD-00001105,USD,2025-06-12 15:43:48,Venta,E-Commerce,1.0
140,1137,ORD-00001137,USD,2023-04-12 17:36:55,Venta,E-Commerce,1.0
141,1140,ORD-00001140,USD,2024-06-30 15:30:17,Venta,E-Commerce,1.0
142,1148,ORD-00001148,USD,2025-07-13 11:14:43,Venta,E-Commerce,1.0
143,1153,ORD-00001153,USD,2025-04-17 20:24:38,Venta,E-Commerce,1.0
144,1163,ORD-00001163,USD,2023-09-27 11:28:26,Venta,E-Commerce,1.0
145,1171,ORD-00001171,USD,2024-05-20 09:22:10,Venta,E-Commerce,1.0
146,1172,ORD-00001172,USD,2025-03-14 08:43:27,Venta,E-Commerce,1.0
147,1195,ORD-00001195,USD,2025-04-30 19:01:04,Venta,E-Commerce,1.0
148,1197,ORD-00001197,USD,2024-04-26 15:01:43,Venta,E-Commerce,1.0
149,1199,ORD-00001199,USD,2024-06-25 16:46:32,Venta,E-Commerce,1.0
150,1202,ORD-00001202,USD,2025-11-26 10:20:28,Venta,E-Commerce,1.0
151,1218,ORD-00001218,USD,2023-01-22 17:58:55,Venta,E-Commerce,1.0
152,1223,ORD-00001223,USD,2023-10-30 11:11:21,Venta,E-Commerce,1.0
153,1228,ORD-00001228,USD,2023-10-22 17:17:24,Venta,E-Commerce,1.0
154,1233,ORD-00001233,USD,2025-01-01 11:23:59,Venta,E-Commerce,1.0
155,1234,ORD-00001234,USD,2024-11-01 08:53:40,Venta,E-Commerce,1.0
156,1235,ORD-00001235,USD,2024-02-24 09:12:24,Venta,E-Commerce,1.0
157,1239,ORD-00001239,USD,2024-08-14 15:33:48,Venta,E-Commerce,1.0
158,1244,ORD-00001244,USD,2023-03-14 08:55:06,Venta,E-Commerce,1.0
159,1250,ORD-00001250,USD,2025-11-07 09:14:19,Venta,E-Commerce,1.0
160,1255,ORD-00001255,USD,2023-11-09 20:17:47,Venta,E-Commerce,1.0
161,1261,ORD-00001261,USD,2024-11-09 11:11:42,Venta,E-Commerce,1.0
162,1270,ORD-00001270,USD,2023-03-23 08:20:04,Venta,E-Commerce,1.0
163,1275,ORD-00001275,USD,2023-07-26 08:24:31,Venta,E-Commerce,1.0
164,1314,ORD-00001314,USD,2025-02-03 12:12:06,Venta,E-Commerce,1.0
165,1317,ORD-00001317,USD,2023-11-30 17:49:09,Venta,E-Commerce,1.0
166,1328,ORD-00001328,USD,2024-06-10 17:30:23,Venta,E-Commerce,1.0
167,1331,ORD-00001331,USD,2025-02-19 12:31:52,Venta,E-Commerce,1.0
168,1333,ORD-00001333,USD,2025-04-12 14:20:51,Venta,E-Commerce,1.0
169,1336,ORD-00001336,USD,2025-03-29 17:16:07,Venta,E-Commerce,1.0
170,1342,ORD-00001342,USD,2025-06-21 11:43:15,Venta,E-Commerce,1.0
171,1387,ORD-00001387,USD,2024-06-05 16:10:03,Venta,E-Commerce,1.0
172,1388,ORD-00001388,USD,2025-09-19 08:44:03,Venta,E-Commerce,1.0
173,1393,ORD-00001393,USD,2025-02-02 11:48:07,Venta,E-Commerce,1.0
174,1395,ORD-00001395,USD,2023-12-20 10:56:14,Venta,E-Commerce,1.0
175,1407,ORD-00001407,USD,2024-09-18 11:29:52,Venta,E-Commerce,1.0
176,1431,ORD-00001431,USD,2024-07-13 13:08:53,Venta,E-Commerce,1.0
177,1432,ORD-00001432,USD,2025-10-14 20:58:17,Venta,E-Commerce,1.0
178,1442,ORD-00001442,USD,2025-02-03 17:15:07,Venta,E-Commerce,1.0
179,1448,ORD-00001448,USD,2023-08-31 09:32:22,Venta,E-Commerce,1.0
180,1458,ORD-00001458,USD,2025-07-07 11:01:29,Venta,E-Commerce,1.0
181,1460,ORD-00001460,USD,2024-12-19 10:57:40,Venta,E-Commerce,1.0
182,1462,ORD-00001462,USD,2023-03-03 10:45:54,Venta,E-Commerce,1.0
183,1463,ORD-00001463,USD,2024-11-28 20:35:56,Venta,E-Commerce,1.0
184,1467,ORD-00001467,USD,2024-04-09 18:51:00,Venta,E-Commerce,1.0
185,1480,ORD-00001480,USD,2023-11-14 09:39:07,Venta,E-Commerce,1.0
186,1485,ORD-00001485,USD,2024-02-02 11:03:26,Venta,E-Commerce,1.0
187,1487,ORD-00001487,USD,2024-08-11 09:40:57,Venta,E-Commerce,1.0
188,1489,ORD-00001489,USD,2025-01-17 11:12:48,Venta,E-Commerce,1.0
189,1492,ORD-00001492,USD,2024-10-18 16:51:44,Venta,E-Commerce,1.0
190,1495,ORD-00001495,USD,2023-08-12 17:42:56,Venta,E-Commerce,1.0
191,1498,ORD-00001498,USD,2023-07-10 09:27:07,Venta,E-Commerce,1.0
192,1503,ORD-00001503,USD,2024-05-16 13:20:26,Venta,E-Commerce,1.0
193,1505,ORD-00001505,USD,2025-03-25 14:48:49,Venta,E-Commerce,1.0
194,1513,ORD-00001513,USD,2025-11-25 08:52:06,Venta,E-Commerce,1.0
195,1514,ORD-00001514,USD,2024-08-21 17:17:29,Venta,E-Commerce,1.0
196,1517,ORD-00001517,USD,2024-07-18 08:10:38,Venta,E-Commerce,1.0
197,1523,ORD-00001523,USD,2025-11-23 09:02:43,Venta,E-Commerce,1.0
198,1529,ORD-00001529,USD,2023-10-30 17:09:43,Venta,E-Commerce,1.0
199,1532,ORD-00001532,USD,2023-07-06 19:00:46,Venta,E-Commerce,1.0
200,1549,ORD-00001549,USD,2025-11-17 14:26:47,Venta,E-Commerce,1.0
201,1552,ORD-00001552,USD,2024-12-12 12:44:52,Venta,E-Commerce,1.0
202,1555,ORD-00001555,USD,2025-07-15 09:27:40,Venta,E-Commerce,1.0
203,1563,ORD-00001563,USD,2024-05-08 19:17:02,Venta,E-Commerce,1.0
204,1568,ORD-00001568,USD,2024-10-03 17:01:11,Venta,E-Commerce,1.0
205,1588,ORD-00001588,USD,2024-05-09 15:32:50,Venta,E-Commerce,1.0
206,1595,ORD-00001595,USD,2024-12-27 16:13:46,Venta,E-Commerce,1.0
207,1597,ORD-00001597,USD,2025-04-03 19:10:47,Venta,E-Commerce,1.0
208,1599,ORD-00001599,USD,2025-11-02 13:39:56,Venta,E-Commerce,1.0
209,1608,ORD-00001608,USD,2024-10-01 12:06:53,Venta,E-Commerce,1.0
210,1612,ORD-00001612,USD,2025-04-24 20:27:58,Venta,E-Commerce,1.0
211,1620,ORD-00001620,USD,2025-06-08 08:04:48,Venta,E-Commerce,1.0
212,1621,ORD-00001621,USD,2024-07-09 19:26:26,Venta,E-Commerce,1.0
213,1623,ORD-00001623,USD,2023-12-31 17:24:47,Venta,E-Commerce,1.0
214,1629,ORD-00001629,USD,2024-12-15 17:22:43,Venta,E-Commerce,1.0
215,1630,ORD-00001630,USD,2024-12-06 12:08:49,Venta,E-Commerce,1.0
216,1649,ORD-00001649,USD,2025-05-23 08:20:49,Venta,E-Commerce,1.0
217,1660,ORD-00001660,USD,2023-12-02 11:49:18,Venta,E-Commerce,1.0
218,1661,ORD-00001661,USD,2024-07-10 15:54:17,Venta,E-Commerce,1.0
219,1666,ORD-00001666,USD,2023-11-07 09:23:26,Venta,E-Commerce,1.0
220,1673,ORD-00001673,USD,2024-11-01 13:26:38,Venta,E-Commerce,1.0
221,1685,ORD-00001685,USD,2024-11-14 19:54:16,Venta,E-Commerce,1.0
222,1686,ORD-00001686,USD,2023-12-09 19:49:52,Venta,E-Commerce,1.0
223,1722,ORD-00001722,USD,2023-04-17 19:02:04,Venta,E-Commerce,1.0
224,1727,ORD-00001727,USD,2023-05-31 09:38:45,Venta,E-Commerce,1.0
225,1750,ORD-00001750,USD,2024-07-13 09:31:47,Venta,E-Commerce,1.0
226,1800,ORD-00001800,USD,2023-08-28 13:56:51,Venta,E-Commerce,1.0
227,1819,ORD-00001819,USD,2025-03-18 16:08:09,Venta,E-Commerce,1.0
228,1820,ORD-00001820,USD,2023-06-15 16:13:33,Venta,E-Commerce,1.0
229,1824,ORD-00001824,USD,2023-11-08 20:28:57,Venta,E-Commerce,1.0
230,1827,ORD-00001827,USD,2025-03-07 13:07:52,Venta,E-Commerce,1.0
231,1843,ORD-00001843,USD,2024-05-05 16:09:12,Venta,E-Commerce,1.0
232,1844,ORD-00001844,USD,2024-07-07 20:59:04,Venta,E-Commerce,1.0
233,1848,ORD-00001848,USD,2024-08-19 12:52:42,Venta,E-Commerce,1.0
234,1853,ORD-00001853,USD,2025-10-24 17:01:53,Venta,E-Commerce,1.0
235,1854,ORD-00001854,USD,2024-10-01 13:54:18,Venta,E-Commerce,1.0
236,1856,ORD-00001856,USD,2023-08-03 09:35:56,Venta,E-Commerce,1.0
237,1864,ORD-00001864,USD,2023-07-12 11:54:39,Venta,E-Commerce,1.0
238,1866,ORD-00001866,USD,2025-01-02 19:44:32,Venta,E-Commerce,1.0
239,1880,ORD-00001880,USD,2025-06-19 14:29:27,Venta,E-Commerce,1.0
240,1890,ORD-00001890,USD,2024-12-17 16:34:02,Venta,E-Commerce,1.0
241,1896,ORD-00001896,USD,2024-06-29 10:46:31,Venta,E-Commerce,1.0
242,1911,ORD-00001911,USD,2025-05-07 14:54:04,Venta,E-Commerce,1.0
243,1937,ORD-00001937,USD,2024-06-02 08:19:11,Venta,E-Commerce,1.0
244,1946,ORD-00001946,USD,2024-12-27 19:41:02,Venta,E-Commerce,1.0
245,1955,ORD-00001955,USD,2024-12-19 11:38:55,Venta,E-Commerce,1.0
246,1960,ORD-00001960,USD,2023-03-20 13:10:50,Venta,E-Commerce,1.0
247,1968,ORD-00001968,USD,2024-12-24 09:22:46,Venta,E-Commerce,1.0
248,1978,ORD-00001978,USD,2025-04-01 08:16:14,Venta,E-Commerce,1.0
249,1980,ORD-00001980,USD,2023-11-10 10:01:16,Venta,E-Commerce,1.0
250,1988,ORD-00001988,USD,2025-08-01 13:17:08,Venta,E-Commerce,1.0
251,2003,ORD-00002003,USD,2023-12-03 08:32:21,Venta,E-Commerce,1.0
252,2011,ORD-00002011,USD,2024-12-23 13:41:24,Venta,E-Commerce,1.0
253,2026,ORD-00002026,USD,2025-10-30 13:30:18,Venta,E-Commerce,1.0
254,2036,ORD-00002036,USD,2025-09-11 18:27:43,Venta,E-Commerce,1.0
255,2040,ORD-00002040,USD,2024-02-06 14:54:33,Venta,E-Commerce,1.0
256,2046,ORD-00002046,USD,2024-05-02 12:06:37,Venta,E-Commerce,1.0
257,2057,ORD-00002057,USD,2024-09-18 09:11:02,Venta,E-Commerce,1.0
258,2061,ORD-00002061,USD,2025-09-13 09:07:08,Venta,E-Commerce,1.0
259,2073,ORD-00002073,USD,2023-07-23 19:25:44,Venta,E-Commerce,1.0
260,2076,ORD-00002076,USD,2025-08-07 16:55:06,Venta,E-Commerce,1.0
261,2086,ORD-00002086,USD,2023-06-04 16:22:14,Venta,E-Commerce,1.0
262,2089,ORD-00002089,USD,2024-06-14 13:22:52,Venta,E-Commerce,1.0
263,2094,ORD-00002094,USD,2024-05-14 11:18:54,Venta,E-Commerce,1.0
264,2101,ORD-00002101,USD,2025-02-22 20:59:53,Venta,E-Commerce,1.0
265,2108,ORD-00002108,USD,2023-04-22 10:30:03,Venta,E-Commerce,1.0
266,2112,ORD-00002112,USD,2024-02-10 15:06:58,Venta,E-Commerce,1.0
267,2115,ORD-00002115,USD,2024-11-28 17:18:06,Venta,E-Commerce,1.0
268,2117,ORD-00002117,USD,2023-05-29 16:19:13,Venta,E-Commerce,1.0
269,2125,ORD-00002125,USD,2025-03-17 14:03:00,Venta,E-Commerce,1.0
270,2133,ORD-00002133,USD,2024-08-29 16:45:52,Venta,E-Commerce,1.0
271,2141,ORD-00002141,USD,2024-06-10 16:04:09,Venta,E-Commerce,1.0
272,2147,ORD-00002147,USD,2023-05-14 18:32:58,Venta,E-Commerce,1.0
273,2153,ORD-00002153,USD,2025-08-25 11:11:15,Venta,E-Commerce,1.0
274,2163,ORD-00002163,USD,2024-07-08 12:01:36,Venta,E-Commerce,1.0
275,2164,ORD-00002164,USD,2023-04-15 20:46:59,Venta,E-Commerce,1.0
276,2166,ORD-00002166,USD,2025-06-04 15:16:31,Venta,E-Commerce,1.0
277,2172,ORD-00002172,USD,2025-10-23 10:55:48,Venta,E-Commerce,1.0
278,2176,ORD-00002176,USD,2025-07-05 11:43:04,Venta,E-Commerce,1.0
279,2181,ORD-00002181,USD,2023-01-25 20:33:34,Venta,E-Commerce,1.0
280,2188,ORD-00002188,USD,2025-05-30 15:02:44,Venta,E-Commerce,1.0
281,2198,ORD-00002198,USD,2025-10-10 09:03:15,Venta,E-Commerce,1.0
282,2199,ORD-00002199,USD,2024-07-13 11:15:25,Venta,E-Commerce,1.0
283,2204,ORD-00002204,USD,2023-02-11 12:53:00,Venta,E-Commerce,1.0
284,2211,ORD-00002211,USD,2023-07-18 11:56:35,Venta,E-Commerce,1.0
285,2225,ORD-00002225,USD,2023-09-02 09:40:47,Venta,E-Commerce,1.0
286,2226,ORD-00002226,USD,2024-02-21 18:51:58,Venta,E-Commerce,1.0
287,2227,ORD-00002227,USD,2024-11-27 14:26:13,Venta,E-Commerce,1.0
288,2232,ORD-00002232,USD,2025-06-15 11:38:26,Venta,E-Commerce,1.0
289,2243,ORD-00002243,USD,2025-04-27 19:10:03,Venta,E-Commerce,1.0
290,2250,ORD-00002250,USD,2024-04-13 15:44:03,Venta,E-Commerce,1.0
291,2269,ORD-00002269,USD,2024-07-26 14:14:55,Venta,E-Commerce,1.0
292,2287,ORD-00002287,USD,2023-06-24 15:45:24,Venta,E-Commerce,1.0
293,2293,ORD-00002293,USD,2023-02-15 14:01:30,Venta,E-Commerce,1.0
294,2299,ORD-00002299,USD,2023-12-11 08:14:13,Venta,E-Commerce,1.0
295,2301,ORD-00002301,USD,2023-02-15 16:04:49,Venta,E-Commerce,1.0
296,2307,ORD-00002307,USD,2023-01-26 15:54:31,Venta,E-Commerce,1.0
297,2309,ORD-00002309,USD,2025-08-14 19:03:38,Venta,E-Commerce,1.0
298,2338,ORD-00002338,USD,2023-07-01 15:40:25,Venta,E-Commerce,1.0
299,2339,ORD-00002339,USD,2024-03-06 12:51:13,Venta,E-Commerce,1.0
300,2344,ORD-00002344,USD,2025-01-24 12:51:40,Venta,E-Commerce,1.0
301,2357,ORD-00002357,USD,2025-02-06 13:11:44,Venta,E-Commerce,1.0
302,2364,ORD-00002364,USD,2024-12-30 10:58:18,Venta,E-Commerce,1.0
303,2375,ORD-00002375,USD,2024-11-27 15:39:05,Venta,E-Commerce,1.0
304,2381,ORD-00002381,USD,2025-05-09 13:04:47,Venta,E-Commerce,1.0
305,2391,ORD-00002391,USD,2024-07-24 18:46:27,Venta,E-Commerce,1.0
306,2392,ORD-00002392,USD,2024-06-27 10:41:01,Venta,E-Commerce,1.0
307,2399,ORD-00002399,USD,2023-09-16 19:43:36,Venta,E-Commerce,1.0
308,2400,ORD-00002400,USD,2024-11-27 16:21:52,Venta,E-Commerce,1.0
309,2412,ORD-00002412,USD,2023-03-28 10:36:28,Venta,E-Commerce,1.0
310,2419,ORD-00002419,USD,2024-04-04 13:48:53,Venta,E-Commerce,1.0
311,2420,ORD-00002420,USD,2024-10-06 13:55:11,Venta,E-Commerce,1.0
312,2430,ORD-00002430,USD,2024-06-15 17:19:28,Venta,E-Commerce,1.0
313,2443,ORD-00002443,USD,2023-07-22 09:38:53,Venta,E-Commerce,1.0
314,2445,ORD-00002445,USD,2023-02-28 08:28:43,Venta,E-Commerce,1.0
315,2447,ORD-00002447,USD,2023-11-07 19:06:51,Venta,E-Commerce,1.0
316,2452,ORD-00002452,USD,2025-03-09 20:15:50,Venta,E-Commerce,1.0
317,2462,ORD-00002462,USD,2024-01-23 13:03:51,Venta,E-Commerce,1.0
318,2467,ORD-00002467,USD,2024-10-24 15:30:37,Venta,E-Commerce,1.0
319,2486,ORD-00002486,USD,2023-06-28 10:31:18,Venta,E-Commerce,1.0
